web_enter_code,id.x,species,category,common_name,life_stage,n_s_both,zone,trophic_strategy,interaction_type,resourceName,source
,1496,Cafius luteipennis,insect,NA,larvae,NA,all,typical predator,preys_on,pupae,Light & Smith
,2072,Paralabrax nebulifer,fish,barred sand bass,adult,Both,low,typical predator,preys_on,rarely fish,FishBase
,2073,Paralabrax nebulifer,fish,barred sand bass,juvenile,Both,low,typical predator,preys_on,rarely fish,FishBase
,1326,Carinonajna kitamati,gammarid,NA,adult,NA,all,parasite,parasitic_on,rarely Postelsia,Light & Smith
,412,Mopalia ciliata,chiton,NA,adult,Both,middle to low,omnivore,preys_on,red,"Morris, Abbott, & Haderlie; Light & Smith"
,558,Paraxanthias taylori,true crab,lumpy crab,adult,Both,middle to low,omnivore,preys_on,red,"Morris, Abbott, & Haderlie"
yes,1865,Odostomia tenuisculpta,snail,NA,adult,N,all,parasite,parasitic_on,red abalone,Light & Smith
,168,Strongylocentrotus purpuratus,urchin,NA,adult,Both,low,grazer,preys_on,red algae,"Morris, Abbott, & Haderlie"
,416,Katharina tunicata,chiton,NA,adult,N,middle to low,grazer,preys_on,red algae,"Morris, Abbott, & Haderlie; Light & Smith"
,556,Cycloxanthops novemdentatus,true crab,large pebble crab,adult,Both,low,omnivore,preys_on,red algae,"Morris, Abbott, & Haderlie"
,196,Acmaea mitra,true limpet,white-cap limpet,adult,Both,low,grazer,preys_on,red coralline algae,"Morris, Abbott, & Haderlie"
,208,Lottia pelta,true limpet,shield limpet,adult,Both,middle to low,grazer,preys_on,red macroalgae,"Morris, Abbott, & Haderlie; Light & Smith"
expanded,1894,Adalaria jannae,nudibranch,NA,adult,N,all,micropredator,preys_on,Reginella sp.,Light & Smith
,930,Hydrocoryne bodegensis,hydroid,NA,hydroid colony,N,all,filter feeder,preys_on,relatively large (2-4 mm) gammarid amphipods,"Light & Smith; Rees, Hand,, Mills (1976)"
,540,Pugettia gracilis,true crab,graceful kelp crab,adult,N,low,omnivore,parasitic_on,rhizocephalan barnacles,"Morris, Abbott, & Haderlie; Light & Smith"
,1889,Aplysiopsis enteromorphae,nudibranch,NA,adult,N,all,grazer,preys_on,Rhizoclonium,Light & Smith
,208,Lottia pelta,true limpet,shield limpet,adult,Both,middle to low,grazer,preys_on,Rhodoglossum sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Rhodoglossum sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,1196,Argulus borealis,branchiuran,fish louse,adult,NA,all,micropredator,preys_on,rockfish,Light & Smith
,1197,Argulus pugettensis,branchiuran,fish louse,adult,NA,all,micropredator,preys_on,rockfish,Light & Smith
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,rockfishes,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,rockfishes,Light & Smith
,604,Heterostichus rostratus,fish,kelpfish,juvenile,N,NA,typical predator,preys_on,rotifer,D. Canestro; FishBase
,928,Halimedusa typus,hydroid,NA,hydroid colony,N,low,filter feeder,preys_on,rotifers,Light & Smith; Mills 2000
,269,Trivia solandri,snail,Solander's trivia,adult,S,low,micropredator,preys_on,S. californica.,"Morris, Abbott, & Haderlie"
,147,Astrometis sertulifera,asteroid,red/yellow star,adult,S,very low,typical predator,preys_on,sand crabs,"Morris, Abbott, & Haderlie; Light & Smith"
,1482,Cercyon fimbriatus,insect,NA,adult,NA,high,detritivore,preys_on,saprophytic fungi,Light & Smith
,1484,Cercyon luniger,insect,NA,adult,NA,all,detritivore,preys_on,saprophytic fungi,Light & Smith
,1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Sarsia eximia,Light & Smith
,1939,Catriona columbiana,nudibranch,NA,adult,N,all,micropredator,preys_on,Sarsia eximia,Light & Smith
,153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Saxidomus giganteus,"Morris, Abbott, & Haderlie; Light & Smith"
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,scallops,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,scallops,Light & Smith
,1129,Holobomolochus spinulus,copepod,NA,adult,NA,all,parasite,parasitic_on,Scorpaena guttata,Light & Smith
,1130,Holobomolochus venustus,copepod,NA,adult,NA,all,parasite,parasitic_on,Scorpaenichthys marmorata,Light & Smith
,1542,Trachelobdella oregonensis,leech,NA,adult,not in CA,low,parasite,parasitic_on,Scorpaenicthys marmoratus,Light & Smith
,1186,Lepeophtheirus oblitus,copepod,NA,adult,NA,all,parasite,parasitic_on,Scorpaenidae,Light & Smith
,1192,Clavella parva,copepod,NA,adult,NA,all,parasite,parasitic_on,Scorpaenidae,Light & Smith
,1193,Naobranchia occidentalis,copepod,NA,adult,NA,all,parasite,parasitic_on,Scorpaenidae,Light & Smith
,529,Petrolisthes eriomerus,porcelain crab,porcelain crab,adult,Both,low,filter feeder,preys_on,scraps of green algae,"Morris, Abbott, & Haderlie"
,567,Hemigrapsus nudus,true crab,purple shore crab,adult,N,middle to low,omnivore,preys_on,scraps of green algae,"Morris, Abbott, & Haderlie"
,349,Dirona picta,nudibranch,spotted dirona,adult,Both,low,micropredator,preys_on,Scrupocellaria californica.,"Morris, Abbott, & Haderlie; Light & Smith"
,270,Trivia californiana,snail,California trivia,adult,NA,low,micropredator,preys_on,Scrupocellaria cf.,Light & Smith
,342,Triopha catalinae,nudibranch,sea clown,adult,Both,middle to low,micropredator,preys_on,Scrupocellaria spp.,"Morris, Abbott, & Haderlie; light & Smith"
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,sculpins,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,sculpins,Light & Smith
,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,sea cucumbers,Light & Smith; Walla Walla
,143,Dermasterias imbricata,asteroid,leather star,adult,Both,low,typical predator,preys_on,sea pens,"Morris, Abbott, & Haderlie; Light & Smith"
,358,Aeolidia loui,nudibranch,shag-rug,adult,Both,low,micropredator,preys_on,sea pens,"Kienberger et al, 2016; Morris, Abbott, & Haderlie"
,1979,Mediaster aequalis,asteroid,NA,adult,N,all,carnivore (scavenger + predator),preys_on,sea pens,Light & Smith
,1834,Polygireulima rutila,snail,NA,adult,N,very low,parasite,parasitic_on,sea stars,Light & Smith
,913,Proboscidactyla circumsabella,hydroid,NA,hydroid colony,N,low,filter feeder,preys_on,securing food from the tentacles of the sabellid or consuming spawned eggs of the host.,Light & Smith
,915,Proboscidactyla occidentalis,hydroid,NA,hydroid colony,S,low,filter feeder,preys_on,securing food from the tentacles of the sabellid or consuming spawned eggs of the host.,Light & Smith
,431,Pareurythoe californica,polychaete,fire worm,adult,Both,low,typical predator,preys_on,sedentary invertebrates,"Morris, Abbott, & Haderlie"
,546,Loxorhynchus crispatus,true crab,moss crab,adult,Both,low,typical predator,preys_on,sedentary prey,"Morris, Abbott, & Haderlie"
,950,Mitrocoma cellularia,plankton,NA,medusa,Both,low,filter feeder,preys_on,see lit search,Light & Smith
,941,Aequorea victoria,hydroid,NA,hydroid colony,Both,low,filter feeder,preys_on,see lit search metadata,Light & Smith
,942,Aequorea victoria,plankton,NA,medusa,Both,low,filter feeder,preys_on,see lit search metadata,Light & Smith
,151,Pisaster giganteus,asteroid,blue knobby star,adult,Both,very low,typical predator,preys_on,Septifer bifurcatus,"Morris, Abbott, & Haderlie"
,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Sertularella conica,Light & Smith
,634,Doto kya,nudibranch,NA,adult,Both,low,micropredator,preys_on,Sertularella sp.,Light & Smith
,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Sertularia furcata,Light & Smith
,347,Doto amyra,nudibranch,hammerhead doto,adult,Both,low,micropredator,preys_on,Sertularia furcata.,"Morris, Abbott, & Haderlie; Light & Smith"
,1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Sertularia spp.,Light & Smith
,604,Heterostichus rostratus,fish,kelpfish,juvenile,N,NA,typical predator,preys_on,shrimp,D. Canestro; FishBase
,709,Bopyrina striata,isopod,NA,adult,NA,NA,parasite,parasitic_on,shrimp,"Morris, Abbott,, Haderlie"
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,shrimps,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,shrimps,Light & Smith
,1483,Cercyon fimbriatus,insect,NA,larvae,NA,high,typical predator,preys_on,slow-moving animals,Light & Smith
,1485,Cercyon luniger,insect,NA,larvae,NA,all,typical predator,preys_on,slow-moving animals,Light & Smith
,357,Hermissenda opalescens,nudibranch,opalescent,adult,Both,low,omnivore,preys_on,small anemones,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016"
,161,Amphipholis squamata,brittle star,NA,adult,Both,low,deposit feeder,preys_on,small animals,"Morris, Abbott, & Haderlie; Light & Smith"
,166,Ophioderma panamense,brittle star,NA,adult,Both,low tidepools,deposit feeder,preys_on,small animals,"Morris, Abbott, & Haderlie"
,167,Ophiopteris papillosa,brittle star,NA,adult,Both,low tidepools,carnivore (scavenger + predator),preys_on,small animals,"Morris, Abbott, & Haderlie"
,568,Tigriopus californicus,copepod,tig,adult,Both,high,omnivore,preys_on,small animals,"Morris, Abbott, & Haderlie; Light & Smith"
,147,Astrometis sertulifera,asteroid,red/yellow star,adult,S,very low,typical predator,preys_on,small crabs,"Morris, Abbott, & Haderlie; Light & Smith"
,357,Hermissenda opalescens,nudibranch,opalescent,adult,Both,low,omnivore,preys_on,small crustacea,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016"
,580,Paraphrosylus praedator,insect,long legged fly,adult,N,high to middle,typical predator,preys_on,small crustaceas,"Morris, Abbott, & Haderlie; Light & Smith"
,505,Caprella californica,amphipod,caprellid,adult,Both,low,omnivore,preys_on,small dead crustaceans,"Morris, Abbott, & Haderlie; Light & Smith"
,1489,Amblopusa brevipes,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1491,Bryobiota bicolor,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1492,Bryobiota giulianii,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1493,Bryothinusa catalinae,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1501,Diaulota densissima,insect,NA,adult,NA,high to middle,typical predator,preys_on,small insects,Light & Smith
,1502,Diaulota fulviventris,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1503,Diaulota vandykei,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1504,Diaulota vandykei,insect,NA,larvae,NA,all,typical predator,preys_on,small insects,Light & Smith
,1505,Diaulota harteri,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1513,Liparocephalus brevipennis,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1514,Liparocephalus cordicollis,insect,NA,adult,NA,middle,typical predator,preys_on,small insects,Light & Smith
,1515,Liparocephalus cordicollis,insect,NA,larvae,NA,middle,typical predator,preys_on,small insects,Light & Smith
,1516,Liparocephalus cordicollis,insect,NA,pupae,NA,middle,typical predator,preys_on,small insects,Light & Smith
,1519,Pontomalota terminalia,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1520,Tarphiota geniculata,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1521,Tarphiota pallidipes,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1522,Thinusa maritima,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1523,Thinusa fletcheri,insect,NA,adult,NA,all,typical predator,preys_on,small insects,Light & Smith
,1200,Cyathura munda,isopod,NA,adult,Both,low,typical predator,preys_on,small invertebrates,Light & Smith
,1201,Mesanthura occidentalis,isopod,NA,adult,S,all,typical predator,preys_on,small invertebrates,Light & Smith
,1202,Califanthura squamosissima,isopod,NA,adult,Both,very low,typical predator,preys_on,small invertebrates,Light & Smith
,1203,Colanthura bruscai,isopod,NA,adult,S,all,typical predator,preys_on,small invertebrates,Light & Smith
,1204,Paranthura elegans,isopod,NA,adult,Both,all,typical predator,preys_on,small invertebrates,Light & Smith
,148,Leptasterias pusilla,asteroid,NA,adult,N,pools,typical predator,preys_on,small limpets,"Morris, Abbott, & Haderlie; Light & Smith"
,554,Cancer productus,true crab,red crab,juvenile,Both,low,carnivore (scavenger + predator),preys_on,small living crabs,"Morris, Abbott, & Haderlie; Light & Smith"
,555,Cancer productus,true crab,red crab,adult,Both,low,carnivore (scavenger + predator),preys_on,small living crabs,"Morris, Abbott, & Haderlie; Light & Smith"
,672,Leptasterias aequalis,asteroid,6 arm star,adult,Both,middle,carnivore (scavenger + predator),preys_on,small mussels,Light & Smith; Walla Walla
,420,Enteroctopus dofleini,octopus,giant Pacific octopus,small,Both,low tidepools,typical predator,preys_on,small octopuses,"Morris, Abbott, & Haderlie; Light & Smith"
,1745,Enteroctopus dofleini,octopus,giant Pacific octopus,adult,N,low tidepools,typical predator,preys_on,small octopuses,Light & Smith
,159,Apostichopus californicus,cucumber,NA,adult,Both,low,deposit feeder,preys_on,small organisms,"Morris, Abbott, & Haderlie; Light & Smith"
,290,Alia carinata,snail,carinated dove snail,adult,Both,low,detritivore,preys_on,small organisms,"Morris, Abbott, & Haderlie"
,505,Caprella californica,amphipod,caprellid,adult,Both,low,omnivore,preys_on,small swimming amphipods,"Morris, Abbott, & Haderlie; Light & Smith"
,553,Cancer oregonensis,true crab,Oregon cancer crab,adult,Both,low,typical predator,preys_on,smaller crustaceans,"Morris, Abbott, & Haderlie; Light & Smith"
,580,Paraphrosylus praedator,insect,long legged fly,adult,N,high to middle,typical predator,preys_on,Smittia sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,271,Cypraea spadicea,snail,chestnut cowrie,adult,NA,low,typical predator,preys_on,snail eggs,"Morris, Abbott, & Haderlie"
,60,Orthasterias koehleri,asteroid,rainbow star,small,Both,very low,typical predator,preys_on,snails,Light & Smith; Ref # 232
,147,Astrometis sertulifera,asteroid,red/yellow star,adult,S,very low,typical predator,preys_on,snails,"Morris, Abbott, & Haderlie; Light & Smith"
,150,Pisaster ochraceus,asteroid,ochre star,adult,Both,"middle, low",typical predator,preys_on,snails,"Morris, Abbott, & Haderlie"
,279,Roperia poulsoni,murex,Poulson's rock snail,adult,S,low tidepools,typical predator,preys_on,snails,"Morris, Abbott, & Haderlie"
,625,Pteropurpura festiva,murex,festive murex,adult,S,NA,typical predator,preys_on,snails,Wikipedia
,720,Evasterias troschelii,asteroid,NA,adult,N,all,typical predator,preys_on,snails,Light & Smith
,1483,Cercyon fimbriatus,insect,NA,larvae,NA,high,typical predator,preys_on,soft-skinned,Light & Smith
,1485,Cercyon luniger,insect,NA,larvae,NA,all,typical predator,preys_on,soft-skinned,Light & Smith
,298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,Solen rosaceus,"Morris, Abbott, & Haderlie; Light & Smith"
,557,Lophopanopeus leucomanus leucomanus,true crab,NA,adult,Both,low,omnivore,preys_on,some animal material,"Morris, Abbott, & Haderlie"
,558,Paraxanthias taylori,true crab,lumpy crab,adult,Both,middle to low,omnivore,preys_on,some living,"Morris, Abbott, & Haderlie"
,192,Fissurellidea bimaculata,limpet,two-spotted keyhole,adult,Both,low,omnivore,preys_on,sponge,"Morris, Abbott, & Haderlie; Light & Smith"
,271,Cypraea spadicea,snail,chestnut cowrie,adult,NA,low,typical predator,preys_on,sponges,"Morris, Abbott, & Haderlie"
,307,Berthella californica,nudibranch,white berthella,adult,Both,low,micropredator,preys_on,sponges,"Morris, Abbott, & Haderlie; Light & Smith"
,315,Felimida macfarlandi,nudibranch,MacFarland's chromodoris,adult,Both,low,micropredator,preys_on,sponges,"Morris, Abbott, & Haderlie"
,318,Hallaxa chani,nudibranch,Chan's nudibranch,adult,N,low tidepools,micropredator,preys_on,sponges,"Morris, Abbott, & Haderlie; Light & Smith"
,348,Dirona albolineata,nudibranch,chalk lined dirona,adult,Both,low tidepools,micropredator,preys_on,sponges,"Morris, Abbott, & Haderlie; Light & Smith"
,412,Mopalia ciliata,chiton,NA,adult,Both,middle to low,omnivore,preys_on,sponges,"Morris, Abbott, & Haderlie; Light & Smith"
,429,Nereis grubei,polychaete,nereid,adult,Both,middle to low,omnivore,preys_on,sponges,"Morris, Abbott, & Haderlie"
,1353,Iphimedia rickettsi,gammarid,NA,adult,NA,all,micropredator,preys_on,sponges,Light & Smith
,1354,Cryptodius kelleri,gammarid,NA,adult,NA,all,micropredator,preys_on,sponges,Light & Smith
,1829,Cerithiopsis berryi,snail,NA,adult,N,all,micropredator,preys_on,sponges,Light & Smith
,1830,Metaxia convexa,snail,NA,adult,N,low,micropredator,preys_on,sponges,Light & Smith
,1831,Triphora pedroana,snail,NA,adult,N,all,micropredator,preys_on,sponges,Light & Smith
,574,Garypus californicus,other arthropod,pseudoscorpion,adult,Both,high,typical predator,preys_on,springtails,"Morris, Abbott, & Haderlie"
,107,Metridium senile,anemone,NA,adult,Both,low,filter feeder,preys_on,squid. kelp,"Morris, Abbott, & Haderlie; Light & Smith"
,545,Loxorhynchus grandis,true crab,sheep crab,adult,Both,low,scavenger,preys_on,starfishes,"Morris, Abbott, & Haderlie"
,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Stauridiosarsia japonica,Light & Smith
,317,Felimare californiensis,nudibranch,"blue, gold nudibranch",adult,Both,low,micropredator,preys_on,Steletta estrella,"Morris, Abbott, & Haderlie"
,1906,Hypselodoris californiensis,nudibranch,NA,adult,Both,all,micropredator,preys_on,Stelletta estrella.,Light & Smith
,1483,Cercyon fimbriatus,insect,NA,larvae,NA,high,typical predator,preys_on,such as annelids,Light & Smith
,1485,Cercyon luniger,insect,NA,larvae,NA,all,typical predator,preys_on,such as annelids,Light & Smith
,361,Onchidella borealis,snail,leather limpet,adult,N,high to middle,grazer,preys_on,surface cells of O. floccosa,"Morris, Abbott, & Haderlie"
,947,Halecium sp.,plankton,NA,medusa,Both,all,filter feeder,preys_on,surface zooplankton,Light & Smith
,246,Lacuna marmorata,littorine,chink snail,adult,Both,low,grazer,preys_on,surfgrass,"Morris, Abbott, & Haderlie; Light & Smith"
,1197,Argulus pugettensis,branchiuran,fish louse,adult,NA,all,micropredator,preys_on,surfperch,Light & Smith
,298,Conus californicus,snail,California cone,adult,Both,low,typical predator,preys_on,Tagelus californianus,"Morris, Abbott, & Haderlie; Light & Smith"
,559,Fabia subquadrata,true crab,pea crab,adult,Both,low,filter feeder,parasitic_on,Tapes sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,358,Aeolidia loui,nudibranch,shag-rug,adult,Both,low,micropredator,preys_on,Tealia coriacea,"Kienberger et al, 2016; Morris, Abbott, & Haderlie"
,584,Foettingeria actiniarium,ciliate,NA,NA,Both,NA,NA,preys_on,Tealia crassicorna,NA
,358,Aeolidia loui,nudibranch,shag-rug,adult,Both,low,micropredator,preys_on,Tealia crassicornis,"Kienberger et al, 2016; Morris, Abbott, & Haderlie"
,566,Pachygrapsus crassipes,true crab,striped shore crab,adult,Both,high to middle,omnivore,preys_on,Tegula sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,349,Dirona picta,nudibranch,spotted dirona,adult,Both,low,micropredator,preys_on,Thaumatoporella sp.,"Morris, Abbott, & Haderlie; Light & Smith"
,761,Ligia pallasii,isopod,NA,adult,Both,high,detritivore,preys_on,the algal film from upper intertidal rocks,Walla Walla; Light & Smith
,905,Chelyosoma productum,tunicate,"Flattop sea squirt, horseshoe ascidian",adult,Both,low,filter feeder,preys_on,the larvae of gastropods,Light & Smith
,107,Metridium senile,anemone,NA,adult,Both,low,filter feeder,preys_on,though they may also eat small benthic polychaetes,"Morris, Abbott, & Haderlie; Light & Smith"
,1921,Dendronotus albus,nudibranch,NA,adult,N,all,micropredator,preys_on,Thuiaria argentea,Light & Smith
,1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Thuiaria argentea,Light & Smith
,1942,Cuthona cocoachroma,nudibranch,NA,adult,N,all,micropredator,preys_on,Thuiaria sp.,Light & Smith
,357,Hermissenda opalescens,nudibranch,opalescent,adult,Both,low,omnivore,preys_on,tiny clams,"Morris, Abbott, & Haderlie; Lindsay, Valdez 2016"
,145,Henricia leviuscula,asteroid,blood star,adult,Both,low,filter feeder,preys_on,tiny particles,"Morris, Abbott, & Haderlie; Light & Smith"
,559,Fabia subquadrata,true crab,pea crab,adult,Both,low,filter feeder,parasitic_on,Tivela stultorum,"Morris, Abbott, & Haderlie; Light & Smith"
,60,Orthasterias koehleri,asteroid,rainbow star,small,Both,very low,typical predator,preys_on,Tonicella,Light & Smith; Ref # 232
,1195,Peniculus fissipes,copepod,NA,adult,NA,all,parasite,parasitic_on,topsmelt,Light & Smith
,153,Pisaster brevispinus,asteroid,pink star,adult,Both,low,typical predator,preys_on,Tressus nuttallii,"Morris, Abbott, & Haderlie; Light & Smith"
,561,Pinnixa faba,true crab,large pea crab,juvenile,Both,low,NA,parasitic_on,Tresus capax,"Morris, Abbott, & Haderlie"
,561,Pinnixa faba,true crab,large pea crab,juvenile,Both,low,NA,parasitic_on,Tresus nuttali,"Morris, Abbott, & Haderlie"
,1929,Janolus fuscus,nudibranch,NA,adult,N,all,micropredator,preys_on,Tricellaria spp,Light & Smith
,351,Orienthella trilineata,nudibranch,three-lined,adult,Both,low,micropredator,preys_on,Tubularia crocea,"Morris, Abbott, & Haderlie"
,352,Orienthella cooperi,nudibranch,NA,adult,Both,low,micropredator,preys_on,Tubularia crocea,"Morris, Abbott, & Haderlie"
,1921,Dendronotus albus,nudibranch,NA,adult,N,all,micropredator,preys_on,Tubularia sp.,Light & Smith
,1933,Flabellina trilineata,nudibranch,NA,adult,N,all,micropredator,preys_on,Tubularia spp,Light & Smith
,560,Hermissenda crassicornis,nudibranch,opalescent nudibranch,adult,N,low,typical predator,preys_on,Tubularia spp.,Light & Smith
,1923,Dendronotus frondosus,nudibranch,NA,adult,Both,all,micropredator,preys_on,Tubularia spp.,Light & Smith
,1895,Diaphorodoris lirulatocauda,nudibranch,NA,adult,N,all,unknown,preys_on,Tubulipora sp.,Light & Smith
,60,Orthasterias koehleri,asteroid,rainbow star,small,Both,very low,typical predator,preys_on,tunicates,Light & Smith; Ref # 232
,336,Acanthodoris lutea,nudibranch,orange peel,adult,Both,low tidepools,micropredator,preys_on,tunicates,"Morris, Abbott, & Haderlie; Light & Smith"
,348,Dirona albolineata,nudibranch,chalk lined dirona,adult,Both,low tidepools,micropredator,preys_on,tunicates,"Morris, Abbott, & Haderlie; Light & Smith"
,720,Evasterias troschelii,asteroid,NA,adult,N,all,typical predator,preys_on,tunicates,Light & Smith
,1352,Leucothoe spinicarpa,gammarid,NA,adult,NA,all,parasite,parasitic_on,tunicates,Light & Smith
,414,Mopalia lignosa,chiton,NA,adult,N,middle to low,omnivore,preys_on,Ulva,"Morris, Abbott, & Haderlie; Light & Smith"
,161,Amphipholis squamata,brittle star,NA,adult,Both,low,deposit feeder,preys_on,unicellular algae,"Morris, Abbott, & Haderlie; Light & Smith"
,404,Tonicella lineata,chiton,NA,adult,N,low,grazer,preys_on,upper layer of persistent coralline crustose algae,"Morris, Abbott, & Haderlie; light & Smith"
,429,Nereis grubei,polychaete,nereid,adult,Both,middle to low,omnivore,preys_on,variety of algae,"Morris, Abbott, & Haderlie"
,430,Platynereis bicanaliculata,polychaete,NA,adult,Both,low,grazer,preys_on,variety of algae,"Morris, Abbott, & Haderlie; Light & Smith"
,344,Aegires albopunctatus,nudibranch,"salt, pepper",adult,Both,low tidepools,micropredator,preys_on,white sponges,"Morris, Abbott, & Haderlie; Light & Smith"
,549,Cancer antennaria,true crab,rock crab,adult,Both,low,carnivore (scavenger + predator),preys_on,wide variety of other animals,"Morris, Abbott, & Haderlie; light & Smith"
,1231,Limnoria lignorum,isopod,gribble,adult,N,all,detritivore,preys_on,wood,Light & Smith
,1232,Limnoria quadripunctata,isopod,gribble,adult,S,all,detritivore,preys_on,wood,Light & Smith
,1233,Limnoria tripunctata,isopod,gribble,adult,Both,all,detritivore,preys_on,wood,Light & Smith
,415,Placiphorella velata,chiton,veiled chiton,adult,Both,very low,omnivore,preys_on,worms,"Morris, Abbott, & Haderlie; Light & Smith"
,556,Cycloxanthops novemdentatus,true crab,large pebble crab,adult,Both,low,omnivore,preys_on,worms,"Morris, Abbott, & Haderlie"
,577,Neomachilis halophila,insect,bristletail,adult,Both,high,grazer,preys_on,yeasts,"Morris, Abbott, & Haderlie; Light & Smith"
,413,Mopalia hindsii,chiton,NA,adult,Both,middle to low,omnivore,preys_on,young barnacles (cyprid larvae),"Morris, Abbott, & Haderlie; Light & Smith"
,1119,Anthessius fitchi,copepod,NA,adult,NA,all,parasite,parasitic_on,Zirfaea pilsbryi,Light & Smith
,1903,Polycerella glandulosa,nudibranch,NA,adult,Both,all,micropredator,preys_on,Zoobotryon sp.,Light & Smith
,110,Balanophyllia elegans,anemone,orange cup coral,adult,Both,low,filter feeder,preys_on,zooplankton,Light & Smith
,250,Thylacodes squamigerus,vermetid,scaled worm snail,adult,Both,all,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie; MacGintie & MacGintie 1949; Hadfield 1967; Light & Smith"
,251,Petaloconchus montereyensis,vermetid,NA,adult,Both,low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,258,Crepidula adunca,slipper snail,hooked slipper snail,adult,Both,middle,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie"
,260,Bostrycapulus aculeatus,slipper snail,spiny slipper snail,adult,Both,low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie"
,262,Crepidula nummaria,slipper snail,white slipper snail,adult,Both,low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,263,Crepidula onyx,slipper snail,onyx slipper snail,adult,S,low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie"
,367,Mytilus edulis,mussel,bay mussel,adult,Both,low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie"
,434,Cirriformia luxuriosa,polychaete,NA,juvenile,Both,middle to low,filter feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie"
,435,Dodecaceria fewkesi,polychaete,NA,adult,Both,middle,deposit feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie; Light & Smith"
,441,Thelepus setosus,polychaete,feather duster worm,adult,Both,low,deposit feeder,preys_on,zooplankton,"Morris, Abbott, & Haderlie; Light & Smith"
