resourceNum,resourceName,resourceCat,resourceStage,consumerNum,consumerName,consumerCat,consumerStage,interaction.type,ref_num,justification,confidence,incl.code
16,Oligocottus maculosus,fish,1,2171,Haemobaphes sp.,copepod,5,7,205,3,NA,1
16,Oligocottus maculosus,fish,1,2281,Trichodina cottidarum,ciliate,1,7,205,3,NA,1
16,Oligocottus maculosus,fish,1,3017,Larus argentatus,bird,1,1,414,"4, 5",4,1
16,Oligocottus maculosus,fish,1,3019,Larus glaucescens,bird,1,1,"385, 392","3, 6",2,1
16,Oligocottus maculosus,fish,1,3031,Tringa melanoleuca,bird,1,1,409,5,2,2
16,Oligocottus maculosus,fish,1,3043,Egretta thula,bird,1,1,"393, 393","6, 6",2,1
18,Heterostichus rostratus,fish,1,2,Gibbonsia elegans,fish,1,1,95,3,NA,1
18,Heterostichus rostratus,fish,1,12,Girella nigricans,fish,4,1,95,3,NA,1
18,Heterostichus rostratus,fish,1,660,Larus occidentalis,bird,1,1,418,4,4,1
18,Heterostichus rostratus,fish,1,730,Heptacyclus cabrilloi,leech,1,6,98,3,NA,1
18,Heterostichus rostratus,fish,1,730,Heptacyclus cabrilloi,leech,1,7,98,3,NA,1
18,Heterostichus rostratus,fish,1,733,Lepeophtheirus parviventris,copepod,1,6,99,3,NA,1
18,Heterostichus rostratus,fish,1,733,Lepeophtheirus parviventris,copepod,1,7,"99, 205","3, 3",NA,1
18,Heterostichus rostratus,fish,1,734,Lepeophtheirus schaadti,copepod,1,6,96,3,NA,1
18,Heterostichus rostratus,fish,1,734,Lepeophtheirus schaadti,copepod,1,7,97,3,NA,1
18,Heterostichus rostratus,fish,1,1135,Chondracanthus heterostichi,copepod,1,7,205,3,NA,1
18,Heterostichus rostratus,fish,1,1264,Gnathia steveni,isopod,3,3,"427, 428",4,4,1
18,Heterostichus rostratus,fish,1,2202,Chondracanthus horridus,copepod,1,7,205,3,NA,1
18,Heterostichus rostratus,fish,1,2215,Genitocotyle heterostichi,trematode,1,6,205,3,NA,1
18,Heterostichus rostratus,fish,1,3017,Larus argentatus,bird,1,1,414,"4, 5",4,1
18,Heterostichus rostratus,fish,1,3019,Larus glaucescens,bird,1,1,392,6,2,1
18,Heterostichus rostratus,fish,1,3043,Egretta thula,bird,1,1,"393, 393","6, 6",2,1
18,Heterostichus rostratus,fish,1,3047,Urile penicillatus,bird,1,1,415,3,1,1
19,Gobiesox maeandricus,fish,1,19,Gobiesox maeandricus,fish,1,1,"258, 375, 376","3, 6",NA,1
19,Gobiesox maeandricus,fish,1,660,Larus occidentalis,bird,1,1,418,4,4,1
19,Gobiesox maeandricus,fish,1,681,metacercaria_1,trematode,5,6,"diss_86, diss_86, diss_86","1, 1, 1",NA,6
19,Gobiesox maeandricus,fish,1,683,Sphaeromyxa sp.,myxozoan,6,5,diss_86,1,NA,6
19,Gobiesox maeandricus,fish,1,763,Podocotyle gibbonsia,trematode,1,6,205,3,1,1
19,Gobiesox maeandricus,fish,1,1264,Gnathia steveni,isopod,3,3,"427, 428",4,4,1
19,Gobiesox maeandricus,fish,1,2122,Helicometrina elongata,trematode,1,6,205,3,NA,1
19,Gobiesox maeandricus,fish,1,2153,Zschokkella sp.,myxozoan,1,6,205,3,NA,1
19,Gobiesox maeandricus,fish,1,2158,Lecithochirium exodicum,trematode,1,6,205,3,NA,1
19,Gobiesox maeandricus,fish,1,2163,Clavinema mariae,nematode,1,6,205,3,NA,1
19,Gobiesox maeandricus,fish,1,2276,Sphaeromyxa balbianii,myxozoan,1,6,205,3,NA,1
19,Gobiesox maeandricus,fish,1,3017,Larus argentatus,bird,1,1,414,"4, 5",4,1
19,Gobiesox maeandricus,fish,1,3019,Larus glaucescens,bird,1,1,392,6,2,1
19,Gobiesox maeandricus,fish,1,3043,Egretta thula,bird,1,1,"393, 393","6, 6",2,1
19,Gobiesox maeandricus,fish,1,3048,Nannopterum auritum,bird,1,1,414,3,2,1
21,Antho karykina,sponge,1,319,Rostanga pulchra,nudibranch,1,3,162,3,NA,1
23,Antho lithophoenix,sponge,1,319,Rostanga pulchra,nudibranch,1,3,162,3,NA,1
28,Clathria pennata,sponge,1,319,Rostanga pulchra,nudibranch,1,3,162,3,NA,1
30,Clathria originalis,sponge,1,319,Rostanga pulchra,nudibranch,1,3,162,3,NA,1
33,Lissodendoryx firma,sponge,1,324,Doris montereyensis,nudibranch,1,3,162,3,NA,1
33,Lissodendoryx firma,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,NA,NA,NA,1
33,Lissodendoryx firma,sponge,1,1914,Thordisa rubescens,nudibranch,1,3,Light & Smith,6,NA,1
35,Hymedesmia (Stylopus) arndti,sponge,1,1908,Aldisa cooperi,nudibranch,1,3,Light & Smith,6,NA,1
38,Myxilla incrustans,sponge,1,312,Cadlina luteomarginata,nudibranch,1,3,"MAH, 160, 162, Morris, Abbott, & Haderlie; Light & Smith","3, 3, 3",NA,1
38,Myxilla incrustans,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,163,3,NA,1
38,Myxilla incrustans,sponge,1,326,Diaulula sandiegensis,nudibranch,1,3,MAH,3,NA,1
38,Myxilla incrustans,sponge,1,327,Geitodoris heathi,nudibranch,1,3,MAH,4,NA,1
38,Myxilla incrustans,sponge,1,413,Mopalia hindsii,chiton,1,3,3,7,NA,1
46,Mycale macginitiei,sponge,1,324,Doris montereyensis,nudibranch,1,3,162,3,NA,1
46,Mycale macginitiei,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,MAH,6,NA,1
51,Haliclona gellindra,sponge,1,326,Diaulula sandiegensis,nudibranch,1,1,"375, 376",6,3,2
51,Haliclona gellindra,sponge,1,327,Geitodoris heathi,nudibranch,1,3,MAH,3,NA,1
58,Halisarca sp.,sponge,1,313,Cadlina modesta,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
58,Halisarca sp.,sponge,1,318,Hallaxa chani,nudibranch,1,3,"161, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
62,Acarnus erithacus,sponge,1,319,Rostanga pulchra,nudibranch,1,3,"MAH, 162","3, 3",NA,1
62,Acarnus erithacus,sponge,1,328,Doriopsilla albopunctata,nudibranch,1,3,162,3,NA,1
63,Aplysilla glacialis,sponge,1,311,Cadlina flavomaculata,nudibranch,1,3,"MAH, 160, 162, 175, Morris, Abbott, & Haderlie; Light & Smith","3, 3, 3, 3",NA,1
63,Aplysilla glacialis,sponge,1,312,Cadlina luteomarginata,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
63,Aplysilla glacialis,sponge,1,313,Cadlina modesta,nudibranch,1,3,"MAH, 160, 162, 175, Morris, Abbott, & Haderlie; Light & Smith","3, 3, 3, 3",NA,1
63,Aplysilla glacialis,sponge,1,315,Felimida macfarlandi,nudibranch,1,3,339; 340; 341,"5, 6, 7",1,1
63,Aplysilla glacialis,sponge,1,1905,Chromodoris macfarlandi,nudibranch,1,3,Light & Smith,3,NA,1
64,Aplysina fistularis,sponge,1,306,Tylodina fungina,nudibranch,1,1,"MAH,  132",3,NA,1
64,Aplysina fistularis,sponge,1,306,Tylodina fungina,nudibranch,1,3,MAH,3,1,1
65,Axocielita originalis,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,NA,NA,NA,1
66,Cliona celata,sponge,1,328,Doriopsilla albopunctata,nudibranch,1,1,"Morris, Abbott, & Haderlie",3,1,1
66,Cliona celata,sponge,1,328,Doriopsilla albopunctata,nudibranch,1,3,"MAH, 162","3, 3",NA,1
69,Halichondria panicea,sponge,1,145,Henricia leviuscula,sea star,1,1,"375, 376",6,3,2
69,Halichondria panicea,sponge,1,312,Cadlina luteomarginata,nudibranch,1,3,"162, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
69,Halichondria panicea,sponge,1,324,Doris montereyensis,nudibranch,1,3,"MAH, 162, 162","3, 3, 3",NA,1
69,Halichondria panicea,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,MAH,3,NA,1
69,Halichondria panicea,sponge,1,326,Diaulula sandiegensis,nudibranch,1,1,"375, 376",3,2,2
69,Halichondria panicea,sponge,1,416,Katharina tunicata,chiton,1,1,"375, 376",3,2,2
69,Halichondria panicea,sponge,1,1780,Lucapinella callomarginata,limpet,1,3,Light & Smith,6,NA,1
70,Haliclona sp.,sponge,1,324,Doris montereyensis,nudibranch,1,3,162,3,NA,1
70,Haliclona sp.,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,163,3,NA,1
70,Haliclona sp.,sponge,1,326,Diaulula sandiegensis,nudibranch,1,1,"375, 376, Morris, Abbott, & Haderlie","6, 3",1,1
70,Haliclona sp.,sponge,1,326,Diaulula sandiegensis,nudibranch,1,3,MAH,3,1,1
70,Haliclona sp.,sponge,1,327,Geitodoris heathi,nudibranch,1,3,MAH,4,NA,1
70,Haliclona sp.,sponge,1,1906,Hypselodoris californiensis,nudibranch,1,3,Light & Smith,3,NA,1
71,Higginsia sp.,sponge,1,312,Cadlina luteomarginata,nudibranch,1,1,"Morris, Abbott, & Haderlie",3,1,1
71,Higginsia sp.,sponge,1,312,Cadlina luteomarginata,nudibranch,1,3,"MAH, 162, Morris, Abbott, & Haderlie; Light & Smith","3, 3, 3",NA,1
72,Acanthancora cyanocrypta,sponge,1,325,Peltodoris nobilis,nudibranch,1,3,NA,NA,NA,1
74,Leucilla nuttingi,sponge,1,344,Aegires albopunctatus,nudibranch,1,1,NA,3,3,1
74,Leucilla nuttingi,sponge,1,344,Aegires albopunctatus,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith, 175","3, 3",NA,1
82,Ectopleura marina,hydroid,1,560,Hermissenda crassicornis,nudibranch,1,3,Light & Smith,6,NA,1
82,Ectopleura marina,hydroid,1,1921,Dendronotus albus,nudibranch,1,3,Light & Smith,6,NA,1
82,Ectopleura marina,hydroid,1,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,6,NA,1
82,Ectopleura marina,hydroid,1,1924,Dendronotus subramosus,nudibranch,1,3,Light & Smith,3,NA,1
82,Ectopleura marina,hydroid,1,1933,Flabellina trilineata,nudibranch,1,3,Light & Smith,6,NA,1
83,Garveia annulata,hydroid,5,1933,Flabellina trilineata,nudibranch,1,3,Light & Smith,3,NA,1
85,Obelia dichotoma,hydroid,5,230,Calliostoma annulatum,topsnail,1,1,MAH,3,NA,1
85,Obelia dichotoma,hydroid,5,230,Calliostoma annulatum,topsnail,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
85,Obelia dichotoma,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
85,Obelia dichotoma,hydroid,5,347,Doto amyra,nudibranch,1,3,"MAH, Morris, Abbott, & Haderlie; Light & Smith","6, 6",NA,1
85,Obelia dichotoma,hydroid,5,353,Flabellinopsis iodinea,nudibranch,1,3,162,3,NA,1
85,Obelia dichotoma,hydroid,5,560,Hermissenda crassicornis,nudibranch,1,3,"NA, Light & Smith","NA, 6",NA,1
85,Obelia dichotoma,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
85,Obelia dichotoma,hydroid,5,633,Doto columbiana,nudibranch,1,3,Light & Smith,6,NA,1
85,Obelia dichotoma,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
85,Obelia dichotoma,hydroid,5,634,Doto kya,nudibranch,1,3,"LSM, PO1, Light & Smith","1, 3",NA,1
85,Obelia dichotoma,hydroid,5,1416,Deutella californica,caprellid,1,3,"70, 70","3, 3",2,2
85,Obelia dichotoma,hydroid,5,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,6,NA,1
85,Obelia dichotoma,hydroid,5,1924,Dendronotus subramosus,nudibranch,1,3,Light & Smith,6,NA,1
85,Obelia dichotoma,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
85,Obelia dichotoma,hydroid,5,1939,Catriona columbiana,nudibranch,1,3,Light & Smith,6,NA,1
85,Obelia dichotoma,hydroid,5,2086,Enophrys bison,fish,1,1,361,6,3,2
86,Obelia bidentata,hydroid,5,230,Calliostoma annulatum,topsnail,1,1,MAH,3,NA,1
86,Obelia bidentata,hydroid,5,230,Calliostoma annulatum,topsnail,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
86,Obelia bidentata,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
86,Obelia bidentata,hydroid,5,347,Doto amyra,nudibranch,1,3,"MAH, Morris, Abbott, & Haderlie; Light & Smith","6, 6",NA,1
86,Obelia bidentata,hydroid,5,560,Hermissenda crassicornis,nudibranch,1,3,"NA, Light & Smith","NA, 6",NA,1
86,Obelia bidentata,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
86,Obelia bidentata,hydroid,5,633,Doto columbiana,nudibranch,1,3,Light & Smith,6,NA,1
86,Obelia bidentata,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
86,Obelia bidentata,hydroid,5,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,6,NA,1
86,Obelia bidentata,hydroid,5,1924,Dendronotus subramosus,nudibranch,1,3,Light & Smith,6,NA,1
86,Obelia bidentata,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
86,Obelia bidentata,hydroid,5,1939,Catriona columbiana,nudibranch,1,3,Light & Smith,6,NA,1
86,Obelia bidentata,hydroid,5,2086,Enophrys bison,fish,1,1,361,6,3,2
87,Obelia geniculata,hydroid,5,230,Calliostoma annulatum,topsnail,1,1,MAH,3,NA,1
87,Obelia geniculata,hydroid,5,230,Calliostoma annulatum,topsnail,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
87,Obelia geniculata,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
87,Obelia geniculata,hydroid,5,347,Doto amyra,nudibranch,1,3,"MAH, Morris, Abbott, & Haderlie; Light & Smith","6, 6",NA,1
87,Obelia geniculata,hydroid,5,560,Hermissenda crassicornis,nudibranch,1,3,"NA, Light & Smith","NA, 6",NA,1
87,Obelia geniculata,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
87,Obelia geniculata,hydroid,5,633,Doto columbiana,nudibranch,1,3,Light & Smith,6,NA,1
87,Obelia geniculata,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
87,Obelia geniculata,hydroid,5,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,6,NA,1
87,Obelia geniculata,hydroid,5,1924,Dendronotus subramosus,nudibranch,1,3,Light & Smith,6,NA,1
87,Obelia geniculata,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie; L&S",6,2,1
87,Obelia geniculata,hydroid,5,1939,Catriona columbiana,nudibranch,1,3,Light & Smith,6,NA,1
87,Obelia geniculata,hydroid,5,2086,Enophrys bison,fish,1,1,361,6,3,2
88,Amphisbetia furcata,hydroid,1,347,Doto amyra,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
88,Amphisbetia furcata,hydroid,1,560,Hermissenda crassicornis,nudibranch,1,3,Light & Smith,3,NA,1
88,Amphisbetia furcata,hydroid,1,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,6,NA,1
89,Xingyurella turgida,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
89,Xingyurella turgida,hydroid,5,354,Diaphoreolis lagunae,nudibranch,1,3,NA,NA,NA,1
89,Xingyurella turgida,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
89,Xingyurella turgida,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
89,Xingyurella turgida,hydroid,5,634,Doto kya,nudibranch,1,3,LSM,3,NA,1
89,Xingyurella turgida,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
90,Abietinaria sp.,hydroid,1,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
90,Abietinaria sp.,hydroid,1,347,Doto amyra,nudibranch,1,3,"MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
90,Abietinaria sp.,hydroid,1,560,Hermissenda crassicornis,nudibranch,1,3,Light & Smith,3,NA,1
90,Abietinaria sp.,hydroid,1,571,Ammothea hilgendorfi,sea spider,1,27,284,3,1,1
90,Abietinaria sp.,hydroid,1,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
90,Abietinaria sp.,hydroid,1,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
90,Abietinaria sp.,hydroid,1,634,Doto kya,nudibranch,1,3,"MAH, Light & Smith","3, 3",NA,1
90,Abietinaria sp.,hydroid,1,1433,Tanystylum duospinum,sea spider,1,27,284,3,1,1
90,Abietinaria sp.,hydroid,1,1921,Dendronotus albus,nudibranch,1,3,Light & Smith,3,NA,1
90,Abietinaria sp.,hydroid,1,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,3,NA,1
90,Abietinaria sp.,hydroid,1,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
91,Aglaophenia struthionides,hydroid,5,143,Dermasterias imbricata,sea star,1,1,319,3,2,2
91,Aglaophenia struthionides,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
91,Aglaophenia struthionides,hydroid,5,347,Doto amyra,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
91,Aglaophenia struthionides,hydroid,5,348,Dirona albolineata,nudibranch,1,3,"108, 108","3, 3",NA,1
91,Aglaophenia struthionides,hydroid,5,349,Dirona picta,nudibranch,1,3,"NA, Morris, Abbott, & Haderlie; Light & Smith","NA, 6",NA,1
91,Aglaophenia struthionides,hydroid,5,560,Hermissenda crassicornis,nudibranch,1,1,Light & Smith,3,NA,1
91,Aglaophenia struthionides,hydroid,5,571,Ammothea hilgendorfi,sea spider,1,27,284,3,1,1
91,Aglaophenia struthionides,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
91,Aglaophenia struthionides,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
91,Aglaophenia struthionides,hydroid,5,634,Doto kya,nudibranch,1,3,"LSM, Light & Smith","3, 3",NA,1
91,Aglaophenia struthionides,hydroid,5,1433,Tanystylum duospinum,sea spider,1,27,284,3,1,1
91,Aglaophenia struthionides,hydroid,5,1923,Dendronotus frondosus,nudibranch,1,3,Light & Smith,3,NA,1
91,Aglaophenia struthionides,hydroid,5,1924,Dendronotus subramosus,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",3,1,1
91,Aglaophenia struthionides,hydroid,5,1924,Dendronotus subramosus,nudibranch,1,3,Light & Smith,3,NA,1
91,Aglaophenia struthionides,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie; Light & Smith",6,2,1
91,Aglaophenia struthionides,hydroid,5,1925,Doto lancei,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
91,Aglaophenia struthionides,hydroid,5,1942,Cuthona cocoachroma,nudibranch,1,2,MAH,3,NA,1
92,Aglaophenia latirostris,hydroid,5,143,Dermasterias imbricata,sea star,1,1,319,3,2,2
92,Aglaophenia latirostris,hydroid,5,347,Doto amyra,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
92,Aglaophenia latirostris,hydroid,5,349,Dirona picta,nudibranch,1,3,"NA, Morris, Abbott, & Haderlie; Light & Smith","NA, 6",NA,1
92,Aglaophenia latirostris,hydroid,5,1925,Doto lancei,nudibranch,1,3,"Morris, Abbott, & Haderlie; Light & Smith",6,NA,1
93,Kirchenpaueria plumularioides,hydroid,5,347,Doto amyra,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
93,Kirchenpaueria plumularioides,hydroid,5,633,Doto columbiana,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
93,Kirchenpaueria plumularioides,hydroid,5,634,Doto kya,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
93,Kirchenpaueria plumularioides,hydroid,5,634,Doto kya,nudibranch,1,3,LSM,3,NA,1
93,Kirchenpaueria plumularioides,hydroid,5,1925,Doto lancei,nudibranch,1,1,"Morris, Abbott, & Haderlie",6,2,1
96,Clavularia sp.,octocoral,1,346,Tritonia festiva,nudibranch,1,3,"162, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
99,Anthopleura xanthogrammica,anemone,1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,100,Anthopleura sola,anemone,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,143,Dermasterias imbricata,sea star,1,1,"MAH, 375, 376","3, 6",NA,1
99,Anthopleura xanthogrammica,anemone,1,253,Epitonium tinctum,snail,1,3,"MAH, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
99,Anthopleura xanthogrammica,anemone,1,358,Aeolidia loui,nudibranch,1,3,162,3,NA,1
99,Anthopleura xanthogrammica,anemone,1,560,Hermissenda crassicornis,nudibranch,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,569,Pycnogonum stearnsi,sea spider,1,3,MAH,3,NA,1
99,Anthopleura xanthogrammica,anemone,1,569,Pycnogonum stearnsi,sea spider,1,6,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
99,Anthopleura xanthogrammica,anemone,1,570,Pycnogonum rickettsi,sea spider,1,3,"MAH, 114",3,NA,1
99,Anthopleura xanthogrammica,anemone,1,712,Homo sapiens,human,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,2
99,Anthopleura xanthogrammica,anemone,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,100,Anthopleura sola,anemone,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,143,Dermasterias imbricata,sea star,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,560,Hermissenda crassicornis,nudibranch,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,712,Homo sapiens,human,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,2
100,Anthopleura sola,anemone,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,15,Clinocottus analis,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,99,Anthopleura xanthogrammica,anemone,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,100,Anthopleura sola,anemone,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,101,Anthopleura elegantissima,anemone,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,103,Anthopleura artemisia,anemone,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,143,Dermasterias imbricata,sea star,1,1,"6, 14, MAH, 14, 375, 376","3, 3, 3, 3, 6",NA,1
101,Anthopleura elegantissima,anemone,1,253,Epitonium tinctum,snail,1,3,"MAH, 113, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
101,Anthopleura elegantissima,anemone,1,254,Opalia wroblewskyi,snail,1,3,"MAH, 113, Morris, Abbott, & Haderlie; Light & Smith","3, 3",NA,1
101,Anthopleura elegantissima,anemone,1,255,Opalia funiculata,snail,1,3,"MAH, 113, iNaturalist: https://www.inaturalist.org/observations?user_id=cbates1","3, 3",NA,1
101,Anthopleura elegantissima,anemone,1,358,Aeolidia loui,nudibranch,1,1,NA,3,NA,1
101,Anthopleura elegantissima,anemone,1,358,Aeolidia loui,nudibranch,1,3,"MAH, 113, MAH, 162, 4, 175, Kienberger et al, 2016; Morris, Abbott, & Haderlie","10, 3, 3, 3, 3",NA,1
101,Anthopleura elegantissima,anemone,1,560,Hermissenda crassicornis,nudibranch,1,1,"Light & Smith, 375, 376","3, 6",NA,1
101,Anthopleura elegantissima,anemone,1,569,Pycnogonum stearnsi,sea spider,1,3,"MAH, 113",3,NA,1
101,Anthopleura elegantissima,anemone,1,569,Pycnogonum stearnsi,sea spider,1,27,"Morris, Abbott, & Haderlie; Light & Smith",3,NA,1
101,Anthopleura elegantissima,anemone,1,712,Homo sapiens,human,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,2081,Clinocottus acuticeps,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,2082,Clinocottus embryum,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,2083,Clinocottus globiceps,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,2084,Clinocottus recalvus,fish,1,1,"375, 376",6,3,2
101,Anthopleura elegantissima,anemone,1,2085,Clinocottus spp.,fish,1,1,"375, 376",6,3,2
