node,nodeID,nodeNum,nodeTaxon,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite,consumer_strategy,consumer_type
165_Ophioplocus esmarki,165_Ophioplocus esmarki,165,Ophioplocus esmarki,NA,brittle star,NA,adult,1,Both,uncommon,436; 435,low tidepools,NA,solitary,mobile,Taxonomic,Species,243980,Animalia,Echinodermata,Ophiuroidea,Amphilepidida,Hemieuryalidae,Ophioplocus,n,carnivore (scavenger + predator),predator
166_Ophioderma panamense,166_Ophioderma panamense,166,Ophioderma panamense,NA,brittle star,NA,adult,1,Both,common,436,low tidepools,"common in appropriate habitats (under rocks, algal holdfasts)",solitary,mobile,Taxonomic,Species,245239,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiodermatidae,Ophioderma,n,deposit feeder,detritivore
167_Ophiopteris papillosa,167_Ophiopteris papillosa,167,Ophiopteris papillosa,NA,brittle star,NA,adult,1,Both,common,436,low tidepools,associated with strongylocentrous?,solitary,mobile,Taxonomic,Species,244022,Animalia,Echinodermata,Ophiuroidea,Ophiacanthida,Ophiopteridae,Ophiopteris,n,carnivore (scavenger + predator),predator
168_Strongylocentrotus purpuratus,168_Strongylocentrotus purpuratus,168,Strongylocentrotus purpuratus,NA,urchin,NA,adult,1,Both,common,436; 536,low,NA,solitary,mobile,Taxonomic,Species,240747,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,n,grazer,micropredator
169_Strongylocentrotus franciscanus,169_Strongylocentrotus franciscanus,169,Strongylocentrotus franciscanus,NA,urchin,NA,adult,1,Both,uncommon,436; 536,very low,NA,solitary,mobile,Taxonomic,Species,240762,Animalia,Echinodermata,Echinoidea,Camarodonta,Strongylocentrotidae,Strongylocentrotus,n,grazer,micropredator
170_Aplidium californicum,170_Aplidium californicum,170,Aplidium californicum,NA,tunicate,NA,adult,1,Both,common,436; 435,"middle, low",D,colonial,sessile,Taxonomic,Species,249827,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,n,filter feeder,predator
171_Aplidium solidum,171_Aplidium solidum,171,Aplidium solidum,NA,tunicate,NA,adult,1,Both,common,436; 435,low,seasonal abundance,colonial,sessile,Taxonomic,Species,215889,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,n,filter feeder,predator
173_Aplidium arenatum,173_Aplidium arenatum,173,Aplidium arenatum,NA,tunicate,NA,adult,1,Both,present,436,low,NA,colonial,sessile,Taxonomic,Species,249817,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Aplidium,n,filter feeder,predator
174_Polyclinum planum,174_Polyclinum planum,174,Polyclinum planum,NA,tunicate,NA,adult,1,Both,common,436; 435,very low,NA,colonial,sessile,Taxonomic,Species,251110,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,n,filter feeder,predator
175_Synoicum parfustis,175_Synoicum parfustis,175,Synoicum parfustis,NA,tunicate,NA,adult,1,Both,common,436,very low,in seagrass beds,colonial,sessile,Taxonomic,Species,251475,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Synoicum,n,filter feeder,predator
176_Ritterella pulchra,176_Ritterella pulchra,176,Ritterella pulchra,Sigillinaria,tunicate,NA,adult,1,Both,present,436,"middle, low",deeply shaded rock surfaces (caves),colonial,sessile,Taxonomic,Species,251338,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,n,filter feeder,predator
177_Ritterella aequalisiphonis,177_Ritterella aequalisiphonis,177,Ritterella aequalisiphonis,Sigillinaria,tunicate,NA,adult,1,Both,common,436,low,NA,colonial,sessile,Taxonomic,Species,251327,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,n,filter feeder,predator
178_Euherdmania claviformis,178_Euherdmania claviformis,178,Euherdmania claviformis,NA,tunicate,NA,adult,1,Both,common,436; 435,low,in surfgrass beds,colonial,sessile,Taxonomic,Species,250653,Animalia,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,n,filter feeder,predator
179_Didemnum carnulentum,179_Didemnum carnulentum,179,Didemnum carnulentum,NA,tunicate,NA,adult,1,Both,common,436; 435,"middle, low","Low intertidal; abundant subtidally; on a wide variety of substrates, such as rocks, pilings, mollusk shells,, algae.",colonial,sessile,Taxonomic,Species,250480,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,n,filter feeder,predator
181_Diplosoma listerianum,181_Diplosoma listerianum,181,Diplosoma listerianum,"Diplosoma macdonaldi, Diplosoma pizoni",tunicate,NA,adult,1,Both,common,436,NA,"under rocks, small colonies",colonial,sessile,Taxonomic,Species,103579,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,n,filter feeder,predator
182_Eudistoma ritteri,182_Eudistoma ritteri,182,Eudistoma ritteri,Archidistoma ritteri,tunicate,NA,adult,1,Both,present,436,low,"surge channels, rocks, near surfgrass",colonial,sessile,Taxonomic,Species,250250,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n,filter feeder,predator
183_Eudistoma psammion,183_Eudistoma psammion,183,Eudistoma psammion,Archidistoma psammion,tunicate,NA,adult,1,Both,present,436,low,in surfgrass beds,colonial,sessile,Taxonomic,Species,250242,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n,filter feeder,predator
184_Eudistoma diaphanes,184_Eudistoma diaphanes,184,Eudistoma diaphanes,Archidistoma diaphanes,tunicate,NA,adult,1,Both,common,436; LS,low,"crevices, under rocks",colonial,sessile,Taxonomic,Species,250207,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n,filter feeder,predator
185_Cystodytes lobatus,185_Cystodytes lobatus,185,Cystodytes lobatus,NA,tunicate,NA,adult,1,Both,present,436; LS,very low,"under boulders, shaded rocks",colonial,sessile,Taxonomic,Species,250432,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Cystodytes,n,filter feeder,predator
186_Clavelina huntsmani,186_Clavelina huntsmani,186,Clavelina huntsmani,NA,tunicate,lightbulb tunicate,adult,1,Both,common,436,low,shaded vertical surfaces,colonial,sessile,Taxonomic,Species,250311,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,n,filter feeder,predator
187_Distaplia occidentalis,187_Distaplia occidentalis,187,Distaplia occidentalis,NA,tunicate,NA,adult,1,Both,abundant,436,low,in surfgrass beds,colonial,sessile,Taxonomic,Species,250152,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,n,filter feeder,predator
190_Fissurella volcano,190_Fissurella volcano,190,Fissurella volcano,NA,limpet,keyhole limpet,adult,1,Both,abundant,436; 435,middle,NA,solitary,mobile,Taxonomic,Species,527881,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,n,grazer,micropredator
191_Fissurella volcano crucifera,191_Fissurella volcano crucifera,191,Fissurella volcano crucifera,NA,limpet,keyhole limpet,adult,1,Both,abundant,436,middle,NA,solitary,mobile,Taxonomic,Species,1539651,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,n,grazer,micropredator
193_Megathura crenulata,193_Megathura crenulata,193,Megathura crenulata,NA,limpet,giant keyhole limpet,adult,1,Both,uncommon,436,low,NA,solitary,mobile,Taxonomic,Species,527885,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,n,omnivore,predator
195_Diodora aspera,195_Diodora aspera,195,Diodora aspera,NA,limpet,rough keyhole limpet,adult,1,Both,common,436; 435; 536,low,more common subtidally in the south // mutualistic worm bites predators,solitary,mobile,Taxonomic,Species,367955,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,n,omnivore,predator
196_Acmaea mitra,196_Acmaea mitra,196,Acmaea mitra,NA,limpet,white-cap limpet,adult,1,Both,common,436; 536,low,protected areas,solitary,mobile,Taxonomic,Species,456582,Animalia,Mollusca,Gastropoda,NA,Acmaeidae,Acmaea,n,grazer,micropredator
197_Lottia asmi,197_Lottia asmi,197,Lottia asmi,NA,limpet,black limpet,adult,1,Both,common,436; 435,middle,only on shells,solitary,mobile,Taxonomic,Species,510016,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
198_Lottia austrodigitalis,198_Lottia austrodigitalis,198,Lottia austrodigitalis,NA,limpet,fingered limpet,adult,1,Both,common,435,high,dominant over L. digitalis south of Pt. Conception,solitary,mobile,Taxonomic,Species,819174,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
199_Lottia digitalis,199_Lottia digitalis,199,Lottia digitalis,NA,limpet,ribbed limpet,adult,1,Both,common,436; 435; 536,high,vertical surfaces,aggregating,mobile,Taxonomic,Species,456588,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
200_Lottia fenestrata,200_Lottia fenestrata,200,Lottia fenestrata,NA,limpet,fenestrate limpet,adult,1,Both,uncommon,435,middle to low,"more commonly buried in mud, less common on rock benches",solitary,mobile,Taxonomic,Species,456591,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
201_Lottia gigantea,201_Lottia gigantea,201,Lottia gigantea,NA,limpet,owl limpet,adult,1,Both,common,436; 435,high to middle,discrete territory of 1000 sq cm,solitary,mobile,Taxonomic,Species,456593,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
202_Lottia instabilis,202_Lottia instabilis,202,Lottia instabilis,NA,limpet,unstable seaweed limpet,adult,1,Both,present,436; 435,low,"Laminaria holdfasts, rocks, shells of other mollusks, morphological variation; on the stipes of the brown algae Laminaria setchellii, Pterygophora californica",solitary,mobile,Taxonomic,Species,510025,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
203_Lottia limatula,203_Lottia limatula,203,Lottia limatula,NA,limpet,file limpet,adult,1,Both,abundant,436; 435,middle to low,semiprotected,solitary,mobile,Taxonomic,Species,456596,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
204_Lottia ochracea,204_Lottia ochracea,204,Lottia ochracea,NA,limpet,NA,adult,1,Both,common,436; 435,very low,"under rocks, fragile",solitary,mobile,Taxonomic,Species,510034,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
205_Lottia strigatella,205_Lottia strigatella_small,205,Lottia strigatella,NA,limpet,checkered limpet,small,4,S,common,438; 435; 536; pers. comm. Jessica Bean,middle to low,shells of other mollusks,solitary,mobile,Taxonomic,Species,510032,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
206_Lottia strigatella,206_Lottia strigatella,206,Lottia strigatella,NA,limpet,checkered limpet,adult,1,S,common,438; 435,middle to low,"vertical surfaces, shells of other mollusks (rarely)",solitary,mobile,Life Stage,Species,510032,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
207_Lottia paradigitalis,207_Lottia paradigitalis,207,Lottia paradigitalis,NA,limpet,checkered limpet,adult,1,N,common,435,high to middle,"vertical surfaces, shells of other mollusks",solitary,mobile,Taxonomic,Species,510029,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
208_Lottia pelta,208_Lottia pelta,208,Lottia pelta,NA,limpet,shield limpet,adult,1,Both,common,436; 435; 536,middle to low,"mussel beds, ontogenetic change in microhabitat (Egregia holdfasts > nearby rocks @ 10mm+)",solitary,mobile,Taxonomic,Species,456602,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
209_Lottia persona,209_Lottia persona,209,Lottia persona,Notoacmea persona,limpet,mask limpet,adult,1,N,present,435,high to middle,"nocturnal, in cracks, crevices",solitary,mobile,Taxonomic,Species,456603,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
210_Lottia scabra,210_Lottia scabra,210,Lottia scabra,Acmea scabra,limpet,rough limpet,adult,1,Both,common,436; 435,high,horizontal surfaces,solitary,mobile,Taxonomic,Species,456604,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
212_Lottia triangularis,212_Lottia triangularis,212,Lottia triangularis,NA,limpet,triangular limpet,adult,1,Both,present,436; 435,low,"on coralline algae or encrusted shells; associated with encrusting coralline algae,, a compressed form on the stipes of upright corallines. Also sometimes on trochid gastropods in the low intertidal",solitary,mobile,Taxonomic,Species,510033,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
213_Discurria insessa,213_Discurria insessa,213,Discurria insessa,Notoacmea inessa; Lottia insessa,limpet,seaweed limpet,adult,1,Both,common,436; 435,low,"only on Egregia, form deep grooves, move from frond to frond",solitary,mobile,Taxonomic,Species,456584,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Discurria,n,grazer,micropredator
214_Tectura paleacea,214_Tectura paleacea,214,Tectura paleacea,"Lottia paleacea, Notoacmea paleacea",limpet,surfgrass limpet,adult,1,Both,common,436; 435,low,only on Phyllospadix sp.,solitary,mobile,Taxonomic,Species,527869,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Tectura,n,grazer,micropredator
215_Lottia scutum,215_Lottia scutum,215,Lottia scutum,"Notoacmea scutum, Tectura scutum",limpet,plate limpet,adult,1,N,common,436; 435,middle,prey items are location based,solitary,mobile,Taxonomic,Species,456605,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n,grazer,micropredator
216_Metandrocarpa taylori,216_Metandrocarpa taylori,216,Metandrocarpa taylori,NA,tunicate,NA,adult,1,Both,present,436; 435,low,NA,colonial,sessile,Taxonomic,Species,250836,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Metandrocarpa,n,filter feeder,predator
217_Styela montereyensis,217_Styela montereyensis,217,Styela montereyensis,NA,tunicate,NA,adult,1,Both,fairly common,436,low,NA,solitary,sessile,Taxonomic,Species,240756,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n,filter feeder,predator
218_Styela clava,218_Styela clava,218,Styela clava,NA,tunicate,NA,adult,1,Both,common,436,low,introduced,solitary,sessile,Taxonomic,Species,103929,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n,filter feeder,predator
219_Styela truncata,219_Styela truncata,219,Styela truncata,NA,tunicate,NA,adult,1,Both,common,436; 435,low,NA,solitary,sessile,Taxonomic,Species,251420,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n,filter feeder,predator
220_Pyura haustor,220_Pyura haustor,220,Pyura haustor,wrinkled sea squirt,tunicate,NA,adult,1,Both,present,436; 435; 536,low,"on rocks, pilings, floats, in mussel beds,, kelp holdfasts.",solitary,sessile,Taxonomic,Species,251266,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,n,filter feeder,predator
222_Boltenia villosa,222_Boltenia villosa,222,Boltenia villosa,spiny headed tunicate,tunicate,NA,adult,1,Both,present,436; 435,very low,NA,solitary,sessile,Taxonomic,Species,250073,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,n,filter feeder,predator
223_Halocynthia hilgendorfi,223_Halocynthia hilgendorfi,223,Halocynthia hilgendorfi,NA,tunicate,NA,adult,1,Both,present,436; 435,very low,NA,solitary,sessile,Taxonomic,Species,250676,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,n,filter feeder,predator
228_Hydractinia milleri,228_Hydractinia milleri,228,Hydractinia milleri,NA,hydroid,NA,hydroid colony,5,Both,common,436,low,"under rocks, on hermit crab shells",colonial,mobile,Taxonomic,Species,284873,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,n,carnivore (scavenger + predator),predator
229_Haliotis cracherodii,229_Haliotis cracherodii,229,Haliotis cracherodii,NA,abalone,black abalone,adult,1,Both,fairly common,436; 435,all,"in crevices or under large rocks; M & H says ""common"" but that was in 80s",solitary,mobile,Taxonomic,Species,405012,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,n,grazer,micropredator
232_Calliostoma ligatum,232_Calliostoma ligatum,232,Calliostoma ligatum,NA,snail,blue topsnail,adult,1,Both,uncommon,436; 435; 536,low,uncommon in intertidal in SoCal,solitary,mobile,Taxonomic,Species,580412,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n,omnivore,predator
234_Margarites pupillus,234_Margarites pupillus,234,Margarites pupillus,NA,snail,little margarite,adult,1,Both,present,436,low,little info,solitary,mobile,Taxonomic,Species,528731,Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,n,micropredator,micropredator
235_Norrisia norrisii,235_Norrisia norrisii,235,Norrisia norrisii,NA,snail,Norris topsnail,adult,1,S,common,436; 435,low,on macroalgae,solitary,mobile,Taxonomic,Species,534181,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,n,grazer,micropredator
236_Tegula brunnea,236_Tegula brunnea,236,Tegula brunnea,Chlorostoma brunnea,snail,brown turban snail,adult,1,Both,abundant,436; 435,low,mostly subtidal,solitary,mobile,Taxonomic,Species,534187,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n,grazer,micropredator
237_Tegula funebralis,237_Tegula funebralis,237,Tegula funebralis,Cholorostoma,snail,black turban snail,adult,1,Both,abundant,436; 536,middle,avoiding exposed outercoast habitats,solitary,mobile,Taxonomic,Species,534190,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n,grazer,micropredator
238_Tegula aureotincta,238_Tegula aureotincta,238,Tegula aureotincta,Cholorostoma,snail,guilded turban snail,adult,1,S,common,436,low,moving N,solitary,mobile,Taxonomic,Species,534186,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n,grazer,micropredator
239_Tegula gallina,239_Tegula gallina,239,Tegula gallina,Cholorostoma,snail,speckled turban snail,adult,1,S,abundant,436,low,little info,solitary,mobile,Taxonomic,Species,534191,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n,grazer,micropredator
240_Tegula eiseni,240_Tegula eiseni,240,Tegula eiseni,Cholorostoma,snail,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,Taxonomic,Species,413469,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n,grazer,micropredator
244_Megastraea undosa,244_Megastraea undosa,244,Megastraea undosa,NA,snail,wavy turban snail,adult,1,S,present,436,low,more common subtidally,solitary,mobile,Taxonomic,Species,528084,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea,n,grazer,micropredator
245_Homalopoma luridum,245_Homalopoma luridum,245,Homalopoma luridum,NA,snail,Dall's dwarf turban,adult,1,Both,common,436; 435; 536,middle to low,under rocks,solitary,mobile,Taxonomic,Species,528071,Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Homalopoma,n,grazer,micropredator
246_Lacuna marmorata,246_Lacuna marmorata,246,Lacuna marmorata,NA,snail,chink snail,adult,1,Both,common,436; 435,low,"on eelgrass, surfgrass; intertidal on rocks, algae, on surfgrass Phyllospadix.",solitary,mobile,Taxonomic,Species,446885,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,n,grazer,micropredator
247_Littorina keenae,247_Littorina keenae,247,Littorina keenae,Littorina planaxis,snail,eroded periwinke,adult,1,Both,abundant,436,high,highest RIZ mollusk,solitary,mobile,Taxonomic,Species,445651,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,n,grazer,micropredator
