reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_category,resource_phylum,resource_class,resource_order,resource_family,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,eaten_by,parasitized_by,node_type,node_resolution,kingdom,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
258,Anoplarchus purpurescens,adult,Chthamalus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Chthamalidae,category,rocky headlands Straight of Juan de Fuca,457,Chthamalus fissus,San Francisco to South,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"on rocks, dessication tolerant",aggregating,sessile,"Nucella emarginata, Pisaster ochraceus",Hemioniscus balani,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Chthamaloidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Conopea,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,461,Conopea galeata,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",very low,embedded in gorgonians,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Hamatoscalpellum,barnacle,Arthropoda,Thecostraca,Scalpellomorpha,Scalpellidae,category,rocky headlands Straight of Juan de Fuca,454,Hamatoscalpellum californicum,Monterey Bay to South,adult,NA,S,present,"Morris, Abbott, & Haderlie",very low,on rocks and other organisms,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Scalpelloidea,Crustacea,Meroscalpellinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Hesperibalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,1198,Hesperibalanus hesperius,North to San Francisco,adult,NA,N,present,Light & Smith,low,frequently on crabs and mollusk shells; low intertidal in laminarían holdfasts,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Megabalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,471,Megabalanus californicus,Monterey Bay to South,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,more common subtidally,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Megabalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Membranobalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,460,Membranobalanus orcutti,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",very low,in sponges,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Octolasmis,barnacle,Arthropoda,Thecostraca,Scalpellomorpha,Poecilasmatidae,category,rocky headlands Straight of Juan de Fuca,453,Octolasmis lowei,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,in gill chambers of large decapods,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Lepadoidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Paraconcavus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,467,Paraconcavus pacificus,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,"on other organisms, sometimes on rocks",aggregating,sessile,"""asteroids, gastropods, crustaceans, and fishes"", Stylochus tripartitus, Notoplana inquieta",NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Concavinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Pollicipes,barnacle,Arthropoda,Thecostraca,Pollicipedomorpha,Pollicipedidae,category,rocky headlands Straight of Juan de Fuca,455,Pollicipes polymerus,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",middle,in clusters or mixed with mussel beds,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Semibalanus,barnacle,Arthropoda,Thecostraca,Balanomorpha,Balanidae,category,rocky headlands Straight of Juan de Fuca,462,Semibalanus cariosus,North to San Francisco,adult,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Semibalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Tetraclita,barnacle,Arthropoda,Thecostraca,Balanomorpha,Tetraclitidae,category,rocky headlands Straight of Juan de Fuca,458,Tetraclita rubescens,"Cape Mendocino, CA to South",adult,NA,Both,common,"morris, Abbott, & Haderlie",middle to low,on rocks exposed to strong surf,aggregating,sessile,"Nucella emarginata, Pisaster ochraceus",NA,Taxonomic,Species,Animalia,Cirripedia,Thoracica,NA,Thoracicalcarea,Coronuloidea,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Trypetesa,barnacle,Arthropoda,Thecostraca,Lithoglyptida,Trypetesidae,category,rocky headlands Straight of Juan de Fuca,452,Trypetesa lateralis,Pacific Coast of North America,adult,NA,N,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,burrowed into shells of hermit crabs,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Cirripedia,Acrothoracica,NA,NA,NA,Crustacea,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Adula,boring clam,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,363,Adula californiensis,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,burrows in soft shale,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Lithophaginae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Adula,boring clam,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,362,Adula gruneri,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,bores in clay and shale,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Lithophaginae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Anomia,jingle,Mollusca,Bivalvia,Pectinida,Anomiidae,class,rocky headlands Straight of Juan de Fuca,1965,Anomia peruviana,Monterey to South,adult,NA,Both,unclear,Light & Smith,all,NA,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Anomioidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Chaceia,boring clam,Mollusca,Bivalvia,Myida,Pholadidae,class,rocky headlands Straight of Juan de Fuca,386,Chaceia ovoidea,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,bores in clay and shale,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Pholadoidea,NA,Martesiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Chama,clam,Mollusca,Bivalvia,Venerida,Chamidae,class,rocky headlands Straight of Juan de Fuca,372,Chama arcana,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,under rocks,solitary,mobile,Enhydra lutris,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Chamoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Chlamydoconcha,bivalve,Mollusca,Bivalvia,Galeommatida,Galeommatidae,class,rocky headlands Straight of Juan de Fuca,1970,Chlamydoconcha orcutti,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,low,rocky,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Crassadoma,scallop,Mollusca,Bivalvia,Pectinida,Pectinidae,class,rocky headlands Straight of Juan de Fuca,369,Crassadoma gigantea,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,rock crevices,solitary,sessile,"Pisaster ochraceus, humans",NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Pectinoidea,NA,Pedinae,NA,NA,NA,NA,NA,NA,Crassadomini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Crassadoma,scallop,Mollusca,Bivalvia,Pectinida,Pectinidae,class,rocky headlands Straight of Juan de Fuca,1962,Crassadoma gigantea,NA,juvenile,NA,Both,common,"Morris, Abbott, & Haderlie",low,free living,solitary,mobile,"Pisaster ochraceus, humans",NA,Taxonomic,Life Stage,Animalia,Autobranchia,Pteriomorphia,NA,NA,Pectinoidea,NA,Pedinae,NA,NA,NA,NA,NA,NA,Crassadomini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Cumingia,bivalve,Mollusca,Bivalvia,Cardiida,Semelidae,class,rocky headlands Straight of Juan de Fuca,1974,Cumingia californica,Columbia River to Point Conception,adult,NA,N,common,Light & Smith,all,nestler in rocky intertidal zone,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Tellinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Diplodonta,clam,Mollusca,Bivalvia,Venerida,Ungulinidae,class,rocky headlands Straight of Juan de Fuca,378,Diplodonta orbella,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"under rocks, in rubble, builds a nest",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Ungulinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Entodesma,clam,Mollusca,Bivalvia,NA,Lyonsiidae,class,rocky headlands Straight of Juan de Fuca,392,Entodesma navicula,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,"attached in crevices; Byssally attached under rocks in low intertidal, in fouling on wharf pilings",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Pandoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Entodesma,bivalve,Mollusca,Bivalvia,NA,Lyonsiidae,class,rocky headlands Straight of Juan de Fuca,1977,Entodesma pictum,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,in sponges and compound ascidians,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Pandoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Epilucina,bivalve,Mollusca,Bivalvia,Lucinida,Lucinidae,class,rocky headlands Straight of Juan de Fuca,1966,Epilucina californica,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,In the intertidal zone nestling in gravel and crevices on rocky coast,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Lucinoidea,NA,Codakiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Gari,bivalve,Mollusca,Bivalvia,Cardiida,Psammobiidae,class,rocky headlands Straight of Juan de Fuca,1973,Gari californica,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,low,Among rubble,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Tellinoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Glans,clam,Mollusca,Bivalvia,Carditida,Carditidae,class,rocky headlands Straight of Juan de Fuca,376,Glans carpenteri,NA,adult,10,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,attaches by a byssus to the undersurfaces of rocks on open coast,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Archiheterodonta,NA,Carditoidea,NA,Carditamerinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Gregariella,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,1957,Gregariella coarctata,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,low,A trapezoidal species that nestles in offshore rocks.,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Musculinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Hiatella,boring clam,Mollusca,Bivalvia,Adapedonta,Hiatellidae,class,rocky headlands Straight of Juan de Fuca,384,Hiatella arctica,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"crevices and empty pholad burrows, bores if settles on flat rock",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Hiatelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Irusella,clam,Mollusca,Bivalvia,Venerida,Veneridae,class,rocky headlands Straight of Juan de Fuca,379,Irusella lamellifera,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",low,crevices and empty pholad burrows; Nestling among rocks and in pholad burrows along outer coast;,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Tapetinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Kellia,clam,Mollusca,Bivalvia,Galeommatida,Lasaeidae,class,rocky headlands Straight of Juan de Fuca,377,Kellia suborbicularis,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"interstitial places; nestling on pilings and rocks and in mussel beds, empty barnacles, bottles, and pholad holes",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Lasaea,clam,Mollusca,Bivalvia,Galeommatida,Lasaeidae,class,rocky headlands Straight of Juan de Fuca,374,Lasaea adansoni,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"attached to Endocladia muricata and inside dead Balanus glandula, among mussels, Postelsia holdfasts",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Lasaea,clam,Mollusca,Bivalvia,Galeommatida,Lasaeidae,class,rocky headlands Straight of Juan de Fuca,375,Lasaea subviridis,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",middle,"in byssal threads of Mytilus, might be same species as L. cistula?",solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Galeommatoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Leptopecten,scallop,Mollusca,Bivalvia,Pectinida,Pectinidae,class,rocky headlands Straight of Juan de Fuca,1963,Leptopecten latiauratus,"Point Reyes, California south to Cabo San Lucas, Baja California Sur",adult,3000-5000,N,present,Light & Smith,low,"kelp, hard objects (rocks, oil well rigs) or invertebrates such as hydroids using byssal threads",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Pectinoidea,NA,Pectininae,NA,NA,NA,NA,NA,NA,Aequipectinini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Leukoma,clam,Mollusca,Bivalvia,Venerida,Veneridae,class,rocky headlands Straight of Juan de Fuca,1972,Leukoma staminea,NA,adult,NA,Both,present,Light & Smith,all,nestling among rocks (often in empty pholad holes) on outer coast,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Veneroidea,NA,Venerinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Limaria,clam,Mollusca,Bivalvia,Limida,Limidae,class,rocky headlands Straight of Juan de Fuca,370,Limaria hemphilli,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie",low,under rocks,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Limoidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Lithophaga,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,364,Lithophaga plumula,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,bores in shale and mollusk shells,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Lithophaginae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Lucinisca,bivalve,Mollusca,Bivalvia,Lucinida,Lucinidae,class,rocky headlands Straight of Juan de Fuca,1967,Lucinisca nuttalli,Monterey to South,adult,NA,Both,unclear,Light & Smith,all,NA,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Imparidentia,Lucinoidea,NA,Lucininae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Milneria,bivalve,Mollusca,Bivalvia,Carditida,Carditidae,class,rocky headlands Straight of Juan de Fuca,1969,Milneria kelseyi,Monterey to South,adult,18,Both,present,Light & Smith,all,NA,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Archiheterodonta,NA,Carditoidea,NA,Thecaliinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Milneria,bivalve,Mollusca,Bivalvia,Carditida,Carditidae,class,rocky headlands Straight of Juan de Fuca,1968,Milneria minima,Columbia River to Point Conception,adult,8,N,present,Light & Smith,low,attaches with a byssus to rocks from the low intertidal zone,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Archiheterodonta,NA,Carditoidea,NA,Thecaliinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Modiolus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,1958,Modiolus capax,Southern California,adult,NA,S,present,Light & Smith,all,"Intertidal, on rocks, pilings",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Modiolinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Modiolus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,1959,Modiolus carpenteri,Columbia River to Point Conception,adult,NA,N,rare,Light & Smith,low,"among rocks, shells, gravel; more common sublittoral",solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Modiolinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Modiolus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,1960,Modiolus modiolus,North to Monterey,adult,NA,N,present,Light & Smith,all,hard substrates including shells and stones and the byssus threads of other mussels,solitary,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Modiolinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Musculus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,365,Musculus pygmaeus,Marin County to San Luis Obispo County.,adult,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",high,attached to holdfasts of Endocladia muricata,aggregating,sessile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Musculinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Mytilimeria,clam,Mollusca,Bivalvia,NA,Lyonsiidae,class,rocky headlands Straight of Juan de Fuca,393,Mytilimeria nuttalli,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,embedded in colonies of compound ascidians,solitary,mobile,NA,NA,Taxonomic,Species,Animalia,Autobranchia,Heteroconchia,Euheterodonta,Anomalodesmata,Pandoroidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Mytilisepta,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,368,Mytilisepta bifurcata,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",middle to low,"low intertidal in norcal, middle in so cal",aggregating,sessile,Pisaster ochraceus,NA,Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Mytiliseptinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Mytilus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,366,Mytilus californianus,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie",high to middle,NA,aggregating,sessile,"""intertidal crabs and shorebirds"", Nucella emarginata, Ceratostoma nuttalli, Roperia poulsoni, Pisaster ochraceus, Enhydris lutea, humans","epicaridean isopod larvae, Achelia chelata, Fabia subquadrata females",Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Mytilinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
258,Anoplarchus purpurescens,adult,Mytilus,mussel,Mollusca,Bivalvia,Mytilida,Mytilidae,class,rocky headlands Straight of Juan de Fuca,367,Mytilus edulis,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,NA,aggregating,sessile,"Pisaster ochraceus, Pachgrapsus crassipes, Cancer antennarius, Nucella canaliculata, Nucella emarginata, ""birds""",Mytilicola orientalis (not in EPRIZ),Taxonomic,Species,Animalia,Autobranchia,Pteriomorphia,NA,NA,Mytiloidea,NA,Mytilinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
