man_edits,id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,aphia,kingdom,phylum,class,order,family,genus,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily,date_added,species.x,species2,species.y
NA,607,Phyllospadix torreyi,NA,angiosperm,surfgrass,NA,NA,adult,NA,Both,common,NA,NA,NA,aggregating,sessile,not reported,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,1,NA,NA,NA,NA,NA,NA,374709,Plantae,NA,Magnoliopsida,Alismatales,Zosteraceae,Phyllospadix,NA,NA,NA,Lilianae,NA,NA,NA,NA,NA,NA,NA,Viridiplantae,Streptophyta,NA,NA,NA,NA,NA,NA,Tracheophyta,Spermatophytina,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2291,Zostera sp.,NA,angiosperm,NA,NA,NA,adult,NA,NA,present,PO,low,NA,aggregating,sessile,not reported,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,370435,Plantae,Traecheophyta,Magnoliopsida,Alismatales,Zosteraceae,Zostera,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/22/24,NA,NA,NA
NA,1535,Marionina southerni,NA,annelid,NA,NA,Columbia River to Point Conception,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,137470,Animalia,Annelida,Clitellata,Enchytraeida,Enchytraeidae,Marionina,Oligochaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1536,Bathydrilus litoreus,NA,annelid,NA,NA,Columbia River to Point Conception,adult,9 to 13,NA,unclear,Light & Smith,all,"intertidal habitats, possibly subtidal in CA",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,475607,Animalia,Annelida,Clitellata,Tubificida,Naididae,Bathydrilus,Oligochaeta,NA,NA,NA,NA,NA,Phallodrilinae,NA,Tubificina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1537,Paranais litoralis,NA,annelid,NA,NA,cosmopolitan,adult,NA,NA,unclear,Light & Smith,all,"brackish to fully marine, intertidal to subtidal",solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,137485,Animalia,Annelida,Clitellata,Tubificida,Naididae,Paranais,Oligochaeta,NA,NA,NA,NA,NA,Naidinae,NA,Tubificina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1538,Tubificoides fraseri,NA,annelid,NA,NA,British Columbia to Southern California,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,414050,Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubificoides,Oligochaeta,NA,NA,NA,NA,NA,Tubificinae,NA,Tubificina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1540,Tubificoides parapectinatus,NA,annelid,NA,NA,"Victoria, BC, San Francisco Bay",adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,476140,Animalia,Annelida,Clitellata,Tubificida,Naididae,Tubificoides,Oligochaeta,NA,NA,NA,NA,NA,Tubificinae,NA,Tubificina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1541,Randiella litoralis,NA,annelid,NA,NA,Columbia River to Point Conception,adult,NA,NA,unclear,Light & Smith,all,NA,solitary,mobile,not reported,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,476061,Animalia,Annelida,Clitellata,Randiellida,Randiellidae,Randiella,Oligochaeta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,523,Cryptolithodes sitchensis,NA,anomuran,umbrella crab,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,"on, under rocks, in crevices, on sponges; algae",solitary,mobile,not reported,scavenger,NA,NA,NA,NA,NA,NA,NA,NA,little known,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,550616,Animalia,Arthropoda,Malacostraca,Decapoda,Lithodidae,Cryptolithodes,Eumalacostraca,NA,NA,Eucarida,Paguroidea,Crustacea,Lithodinae,Multicrustacea,Pleocyemata,Anomura,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,672,Leptasterias aequalis,NA,asteroid,6 arm star,NA,"North to San Simeon, CA",adult,52mm,Both,common,Light & Smith; Walla Walla,middle,under rocks,solitary,mobile,"""sea cucumbers, littorine snot reportedils, limpets, chitons, small mussels, barnot reportedcles,, other small animals, including dead animals""",carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,379050,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,147,Astrometis sertulifera,NA,asteroid,red/yellow star,NA,NA,adult,NA,S,common,"Morris, Abbott, & Haderlie; Light & Smith",very low,under rocks,solitary,mobile,"small crabs, sand crabs, fishes, chitons, snot reportedils, clams, barnot reportedcles, Ophiothrix spiculata, occasionot reportedlly sea urchins",typical predator,NA,Heliaster kubinjii (unlikely in SB),NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,255044,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Astrometis,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,720,Evasterias troschelii,NA,asteroid,NA,NA,North to Monterey,adult,NA,N,present,Light & Smith,all,in sheltered inlets,solitary,mobile,"bivalves, limpets, snot reportedils, brachiopods (Terebratalia), barnot reportedcles (Balanus glandula),, tunicates",typical predator,generalist,NA,Arctonoe fragilis,NA,NA,NA,NA,NA,uncommon in CA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,255040,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Evasterias,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,149,Leptasterias hexactis,NA,asteroid,6 arm star,NA,NA,adult,NA,N + Channel Islands,common,"Morris, Abbott, & Haderlie",middle,in small mytilus beds,solitary,mobile,generalist predator,typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,1,PROBABLY GOOD,NA,NA,NA,NA,NA,369177,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,148,Leptasterias pusilla,NA,asteroid,NA,NA,NA,adult,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",pools,range very small,solitary,mobile,"Diala acuta, small limpets",typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,all,379735,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Leptasterias,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,60,Orthasterias koehleri,NA,asteroid,rainbow star,NA,NA,small,< 1500,Both,rare,Light & Smith; Ref # 232,very low,more commonly subtidal,solitary,mobile,"limpets, clams, bivalves, barnot reportedcles, chitons, snot reportedils, tunicates,, brachiopods (Terebratalia), Tonicella",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,255048,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Orthasterias,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,153,Pisaster brevispinus,NA,asteroid,pink star,NA,NA,adult,NA,Both,occasional,"Morris, Abbott, & Haderlie; Light & Smith",low,opportunistic scavenger,solitary,mobile,"dead animals, Saxidomus giganteus, Protothaca, Humilaria kennerleyi, Macoma, Tressus nuttallii, Panopea generosa, Olivella biplicata, not reportedssarius fossatus, Dendraster excentricus",typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,240757,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,151,Pisaster giganteus,NA,asteroid,blue knobby star,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",very low,NA,solitary,mobile,"(in order of preference) Mytilus edulis, Mytilus californianus, Septifer bifurcatus, Nucella emarginot reportedta, Acanthinot reported spirata, Tegula funebralis, Nuttallinot reported californica, Phragmatophoma californica, Kelletia kelletii",typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,240758,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,150,Pisaster ochraceus,NA,asteroid,ochre star,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie","middle, low",NA,solitary,mobile,"Mytilus, balanus glandula, Tetraclita rubescens, snot reportedils, limpets, chitons",typical predator,NA,"sea otters, gulls",parasitized by Orchitophyra stellarum,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,middle,240755,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pisaster,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,152,Pycnopodia helianthoides,NA,asteroid,sunflower star,NA,NA,adult,NA,N,rare,"Morris, Abbott, & Haderlie",low,uncommon since SSWD,solitary,mobile,Cucumaria pseudocurata,typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,240764,Animalia,Echinodermata,Asteroidea,Forcipulatida,Asteriidae,Pycnopodia,Ambuloasteroidea,Neoasteroidea,NA,Forcipulatacea,NA,Asterozoa,Pycnopodiinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,144,Patiria miniata,NA,asteroid,bat star,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"common N, uncommon S",solitary,mobile,"pretty much everything, dead or alive",carnivore (scavenger + predator),NA,NA,commensal with Ophiodromus pugettensis,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,382131,Animalia,Echinodermata,Asteroidea,Valvatida,Asterinidae,Patiria,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,143,Dermasterias imbricata,NA,asteroid,leather star,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"mostly Anthopleura xanthogrammatica/elegantissima, if absent: Strongylocentrus purpuratus, Cucumaria lubrica (subtidal), less often sponges, hydroids, sea pens, bryozoans, ascidians, bacterial film, benthic diatoms",typical predator,NA,NA,NA,NA,NA,Arctonoe vittata,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,240771,Animalia,Echinodermata,Asteroidea,Valvatida,Asteropseidae,Dermasterias,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,145,Henricia leviuscula,NA,asteroid,blood star,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,frequent on encrusted rocks,solitary,mobile,"bacteria, tiny particles, maybe sponges, bryozoa",filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,369117,Animalia,Echinodermata,Asteroidea,Spinulosida,Echinasteridae,Henricia,Ambuloasteroidea,Neoasteroidea,NA,Spinulosacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1979,Mediaster aequalis,NA,asteroid,NA,NA,Oregon to California,adult,NA,N,common,Light & Smith,all,NA,solitary,mobile,"encrusting sponges, bryozoans, sea pens, dead animals",carnivore (scavenger + predator),generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,242160,Animalia,Echinodermata,Asteroidea,Valvatida,Goniasteridae,Mediaster,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,Mediasterinae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,142,Linckia columbiae,NA,asteroid,Pacific comet sea star,NA,San Pedro to South,adult,NA,S,NA,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,sessile,"diet unknown, maybe bacteria, detritus; other species of Linckia are substrate film feeders, microherbivores",grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,1,NA,NA,NA,NA,NA,NA,378630,Animalia,Echinodermata,Asteroidea,Valvatida,Ophidiasteridae,Linckia,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,146,Solaster dawsoni,NA,asteroid,sun star,NA,NA,adult,NA,N,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,NA,solitary,mobile,"other sea stars, Cucumaria lubrica (subtidal), Eupentacta quinquesemita, Solaster stimpsoni",typical predator,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,292720,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1980,Solaster stimpsoni,NA,asteroid,NA,NA,Oregon to California,adult,NA,N,uncommon,Light & Smith,low,NA,solitary,mobile,not reported,typical predator,generalist,Solaster dawsoni,"Arctonoe pulchra, A. vittata",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,292729,Animalia,Echinodermata,Asteroidea,Valvatida,Solasteridae,Solaster,Ambuloasteroidea,Neoasteroidea,NA,Valvatacea,NA,Asterozoa,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2201,Chlamydiales sp.,NA,bacteria,NA,NA,NA,NA,NA,NA,present,126,NA,NA,colonial,sessile,not reported,pathogen,obligate generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Bacteria,Chlamydiae,Chlamydiia,Chlamydiales,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3/18/24,NA,NA,NA
NA,469,Balanus aquila,NA,barnacle,NA,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,rocks,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,endangered?,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,724398,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,465,Balanus crenatus,NA,barnacle,NA,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,106215,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,463,Balanus glandula,NA,barnacle,NA,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"on rocks, other organisms, with Endocladia muricata",aggregating,sessile,not reported,filter feeder,generalist,"Nucella emarginata, Pisaster ochraceus, Leptasterias hexactis",NA,NA,NA,NA,Hemioniscus sp.,NA,"limpets eat cyprids, juveniles… add a new line?",Taxonomic,Species,3,fix,NA,NA,NA,NA,high,394848,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,464,Balanus glandula,NA,barnacle,NA,NA,NA,juvenile,NA,Both,abundant,"Morris, Abbott, & Haderlie",high to middle,"on rocks, other organisms, with Endocladia muricata",aggregating,sessile,not reported,filter feeder,generalist,limpets,NA,NA,NA,NA,NA,NA,"limpets eat cyprids, juveniles… add a new line?",Taxonomic,Species,2,fix,NA,NA,NA,NA,high,394848,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,470,Balanus nubilus,NA,barnacle,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,rocks,aggregating,sessile,not reported,filter feeder,generalist,humans,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,594745,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,468,Balanus regalis,NA,barnacle,NA,NA,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",low,surf washed rocks,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,724399,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,2339,Balanus sp.,NA,barnacle,NA,NA,NA,adult,NA,Both,common,NA,all,NA,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,add,NA,NA,NA,NA,NA,106122,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Balanus sp.,Balanus,NA
NA,466,Balanus trigonus,NA,barnacle,NA,NA,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"hard shelled inverts, embedded in sponges or coral, other hard substrate",aggregating,sessile,not reported,filter feeder,facultative generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,106223,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Balanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,461,Conopea galeata,NA,barnacle,NA,NA,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie",very low,embedded in gorgonians,solitary,sessile,not reported,filter feeder,obligate generalist,NA,"""gorgonians""",NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,421133,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Conopea,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,1198,Hesperibalanus hesperius,NA,barnacle,NA,NA,North to San Francisco,adult,NA,N,present,Light & Smith,low,"frequently on crabs, mollusk shells; low intertidal in laminarían holdfasts",solitary,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,733550,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Hesperibalanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,471,Megabalanus californicus,NA,barnacle,giant barnacle,NA,Monterey Bay to South,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,more common subtidally,aggregating,sessile,not reported,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,394981,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Megabalanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Megabalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,460,Membranobalanus orcutti,NA,barnacle,sponge barnacle,NA,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",very low,in sponges,solitary,sessile,not reported,filter feeder,NA,NA,"Spheciospongia confoederata, Cliona celata",NA,NA,NA,Bocquetia rosacea,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,718707,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Membranobalanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Archaeobalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,467,Paraconcavus pacificus,Balanus,barnacle,NA,NA,NA,adult,NA,Both,present,"Morris, Abbott, & Haderlie",low,"on other organisms, sometimes on rocks",aggregating,sessile,not reported,filter feeder,facultative generalist,"""asteroids, gastropods, crustaceans,, fishes"", Stylochus tripartitus, Notoplana inquieta",NA,NA,NA,NA,NA,NA,avoids predation by everything in quotes,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,535307,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Paraconcavus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Concavinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,462,Semibalanus cariosus,NA,barnacle,NA,NA,North to San Francisco,adult,NA,N,common,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,not reported,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,594746,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Semibalanus,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Semibalaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
