reference_number,nsboth,ca,ep_riz,general_location_of_study
410,n,y,y,"Aviso, CA"
410,n,y,y,"Aviso, CA"
411,n,y,y,"Monterey Bay, CA"
412,NA,NA,NA,
413,s,y,y,"Sunset Beach, CA"
413,s,y,y,"Sunset Beach, CA"
413,NA,NA,NA,
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,n,n,y,"Mandarte Island, BC"
414,NA,NA,NA,
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,both,y,y,Northeast Pacific
415,NA,NA,NA,
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
416,n,y,y,"Farallon Islands, CA"
417,s,y,y,Palos Verdes Peninsula
418,n,y,y,"Alcatraz Island, CA"
418,n,y,y,"Alcatraz Island, CA"
418,s,y,y,"East Anacapa Island, CA"
418,n,y,y,"Moss Landing, CA"
418,n,y,y,"Southeast Farallon Islands, CA"
418,s,y,y,"Santa Barbara Island, CA"
419,NA,NA,NA,
420,NA,NA,NA,
421,s,y,y,California
422,NA,NA,NA,Florida Atlantic Coast
422,NA,NA,NA,Florida Atlantic Coast
422,NA,NA,NA,Florida Atlantic Coast
422,NA,NA,NA,Florida Atlantic Coast
423,s,n,y,Costa Rica
424,na,n,n,Gulf of Mexico
425,both,y,y,Eastern Pacific
425,both,y,y,Eastern Pacific
425,both,y,y,Eastern Pacific
425,both,y,y,Eastern Pacific
425,both,y,y,Eastern Pacific
425,both,y,y,Eastern Pacific
426,NA,NA,NA,Brazil
427,NA,NA,NA,
428,NA,NA,NA,
429,NA,NA,NA,
429,NA,NA,NA,
429,NA,NA,NA,
430,NA,NA,NA,
430,NA,NA,NA,
430,NA,NA,NA,lab
431,NA,NA,NA,
432,NA,NA,NA,lab
432,NA,NA,NA,lab
432,NA,NA,NA,lab
433,NA,NA,NA,
434,NA,NA,NA,
435,NA,NA,NA,
436,NA,NA,NA,
437,NA,NA,NA,
437,NA,NA,NA,
438,NA,NA,NA,
439,NA,NA,NA,
450,NA,NA,NA,
451,NA,NA,NA,
452,NA,NA,NA,
453,n,n,y,"British Columbia, Canada"
453,n,n,y,"British Columbia, Canada"
453,n,n,y,"British Columbia, Canada"
453,n,n,y,"British Columbia, Canada"
453,n,n,y,"British Columbia, Canada"
454,NA,y,y,"Punta Gorda, CA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
455,n,n,y,"Lonesome Cove, San Juan Island, WA"
456,n,n,y,"San Juan Island, WA"
456,n,n,y,"San Juan Island, WA"
457,n,n,y,"San Juan Island, WA"
457,n,n,y,"San Juan Island, WA"
NA,NA,NA,NA,
LSM,n,y,y,
MAH,s,y,y,
206,NA,NA,n,"Vostok Bay, Sea of Japan"
207,NA,NA,y,"Chiloe area, Chile"
208,NA,NA,y,"Mehuin, Chile"
208,NA,NA,y,"Mehuin, Chile"
208,NA,NA,y,"Mehuin, Chile"
209,NA,NA,NA,
209,NA,NA,NA,
209,NA,NA,y,"Natural Bridges State Beach, Monterey, CA"
209,NA,NA,NA,
209,NA,NA,NA,
209,NA,NA,NA,
209,NA,NA,NA,
210,NA,NA,NA,lab
211,NA,NA,y,"Friday Harbor Labs, WA"
211,NA,NA,y,"Friday Harbor Labs, WA"
211,NA,NA,y,"Friday Harbor Labs, WA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
212,NA,NA,y,"Torrey Pines State Park, CA"
213,NA,NA,y,"Torrey Pines State Park, CA"
214,NA,NA,NA,
NA,NA,NA,NA,
NA,NA,NA,NA,
NA,NA,NA,NA,
NA,NA,NA,NA,
NA,NA,NA,NA,
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
215,NA,NA,y,"Palos Verdes, CA; Point Dume, CA"
216,NA,NA,NA,Lab
216,NA,NA,NA,Lab
216,NA,NA,NA,Lab
217,NA,NA,NA,Lab
217,NA,NA,NA,Lab
217,NA,NA,NA,Lab
217,NA,NA,NA,Lab
217,NA,NA,NA,Lab
217,NA,NA,NA,Lab
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
218,NA,NA,y,"Monterey Peninsula, CA"
219,NA,NA,y,"Jalisco and Colima, Mexico"
219,NA,NA,y,"Jalisco and Colima, Mexico"
220,NA,NA,y,"Upper Gulf of California, Mexico"
220,NA,NA,y,"Upper Gulf of California, Mexico"
220,NA,NA,y,"Upper Gulf of California, Mexico"
221,NA,NA,y,Mexican Central Pacific
222,NA,NA,y,"Veracruz, Southern Gulf of Mexico"
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
223,NA,NA,n,Northeastern Mediterranean Sea
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
224,NA,NA,n,"Kuroshio region, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
225,NA,NA,NA,"Tolo Harbour, Japan"
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
226,NA,NA,NA,South Adriatic Pit
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
227,NA,NA,NA,"Coliumo Bay, Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
228,NA,NA,NA,"Mejillones Bay, northern Chile"
229,NA,NA,NA,"Santa Barbara Channel, CA"
230,NA,NA,NA,
231,NA,NA,NA,
232,NA,NA,NA,
233,NA,NA,NA,
234,NA,NA,NA,
