date_changed,Reference #,Use,Paper Title,Author,Year,Focal consumer taxon,Focal consumer life stage,Focal consumer type,Consumption type,Resource taxon,resource taxonomic resolution,Resource description,nsboth,CA,EP_RIZ,General location of study,Coordinates of study site,notes,added to edge list,initials,,secondary_citation,link or doi,,,
03/04/2024 01:31PM,37,interaction report,Association and distribution of the ciliate Orchitophrya stellarum with asteriid sea stars on the west coast of North America,"William B. Stickle1,*, Eugene N. Kozloff 2",2008,Orchitophyra stellarum,adult,parasite,parasitism,Pisaster ochraceus,species,Pisaster Ochraceous,n,n,y,"the dock pilings at the NOAA Fisheries Ser- vices Manchester Research Station, WA",,03/20/2024 01:09PM,,EMH,,,,,,
03/01/2024 03:51PM,38,interaction report,Interactions between a Sea Pen and Seven of Its Predators,Charles Birkeland,1974,Solaster dawsoni,adult,predator,predation,Crossaster papposus,species,"Mediaster aequalis, Crossaster papposus ( two asteroids) ",n,n,y," ...along the east and west rims of Puget Sound from Olympia north at least to Everett, Washington...", (18^0 to 25^0) ,03/20/2024 02:11PM,,EMH,,,,,,
03/01/2024 03:51PM,38,interaction report,Interactions between a Sea Pen and Seven of Its Predators,Charles Birkeland,1974,Solaster dawsoni,adult,predator,predation,Mediaster aequalis,species,"Mediaster aequalis, Crossaster papposus ( two asteroids) ",n,n,y," ...along the east and west rims of Puget Sound from Olympia north at least to Everett, Washington...", (18^0 to 25^0) ,03/20/2024 01:10PM,,EMH,,,,,,
03/01/2024 03:50PM,38,interaction report,Interactions between a Sea Pen and Seven of Its Predators,Charles Birkeland,1974,"Solaster dawsoni, Hippasteria spiilosa, Derniasterias iinbricata, Crossaster papposus, and Mediaster aequalis, ",adult,predator,predation,Ptilosarcus gurney,species,(sea pen) ptilosarcus gurney,n,n,y," ...along the east and west rims of Puget Sound from Olympia north at least to Everett, Washington...", (18^0 to 25^0) ,03/20/2024 01:10PM,,EMH,,,,,,
03/01/2024 03:51PM,39,interaction report,"Reproductive biology of the commercial sea cucumber Parastichopus californicus (Stimpson) (Echinodermata:Holothuroidea). II. Observations on the ecology of development, recruitment, and the juvenile life stage",J.LaneCameronFankbonerPeter V.,1989,Solaster dawsoni,adult,predator,predation,juvenile Parastichopus californicus,life stage,juvenile Parastichopus californicus,n,n,y,"collections made from: ""...Woodlands, Indian Arm Fjord, British Columbia, at 5-15 m depth."" scuba dives were done at: ""228 scuba dives were made from May 1979 through December 1984 to observe or collect P. californicus in various locations around: San Juan Island (Cantilever Pier and Shady Cove) and Shaw Island (Pt. George), Washington; and Indian Arm Fjord (Woodlands Bay and Croker Island), Howe Sound (Kelvin Grove), and Clayoquot Sound (Ritchie Bay), British Columbia ...""",,03/20/2024 01:10PM,,EMH ,,,,,,
03/01/2024 03:51PM,40,interaction report,"Defense mechanism and feeding behavior of Pteraster tesselatus Ives (Echinodermata, Asteroidea)",James Milton Nance,1976,Solaster dawsoni,adult,predator,predation,Pteraster tesselatus,species,Pteraster tesselatus,na,n,n,"Organisms were collected via scuba from Cantilever Pier, Goose Island, Turn Island, and Yellow Island, then flown to Brigham Young University where the experiments were carried out in the lab. ",,03/20/2024 01:11PM,,EMH,,,,,,
03/01/2024 03:51PM,41,interaction report,Life Cycle of the Symbiotic Scaleworm Arctonoe vittata (Polychaeta: Polynoidae),T A. Britayev,1991,Solaster dawsoni AND Dermasterias imbricata,adult,symbiont host,symbiont,Arctonoe vittata,species,Arctonoe vittata,both,y,y,"Study was done across North America, distribution of this species is incredibly far! ",,03/20/2024 01:11PM,,EMH,,,,,,
03/18/2024 09:21AM,42,interaction report,Neptunea pribiloffensis (Dall 1919) and Tealia crassicornia ( Muller 1776) ON a Snail's Use of Babysitters,Ronald L. Shimek,1981,Urticina crassicornis,adult,commensal ( or mutalistic?) ,non-feeding commensalism ( or mutalistic? ) ,Neptunea pribiloffensis,species,Neptunea pribiloffensis,n,n,y,Study was done on the intertidal population near Homer Alaska,"59''38'N, 151''27'W",03/20/2024 01:11PM,,EMH,,,,,,
03/18/2024 09:30AM,43,interaction report,Foettingeria actiniarum (parasitic in Anemones).,W. De Morgan,1924,Foettingeria actiniarum,adult,parasite,parasitism,Urticina crassicornis,species,Urticina crassicornis,na,n,n,parasites collected from plymouth and neighboring bays,,03/20/2024 01:12PM,,EMH,,,,,,
03/01/2024 03:51PM,44,interaction report,"DEVELOPMENT AND JUVENILE GROWTH OF THE SEA ANEMONE, Urticina crassicornis",FU-SHIANG CHIA AND JAMES G. SPAULDING 1,1972,Urticina crassicornis,larva,predator,predation,Artemia,genus,Artemia ( brine shrimp) ,n,n,y,"""...collected from the San Juan Island area and kept in the sea
water tanks at the Friday Harbor Laboratories...""",,03/20/2024 01:12PM,,EMH,,,,,,
03/01/2024 03:51PM,45,interaction report,Reproductive isolation with little genetic divergence between Urticina (=Tealia) felina and U. eques(Anthozoa: Actiniaria),"A. M. Solé-Cava, J. P. Thorpe and J. G. Kaye",1985,Urticina crassicornis,adult,is?,same animal?,Urticina crassicornis,species,Urticina crassicornis,na,n,n,The organisms studied both sympatrically lived in the Isle of Man,,03/20/2024 01:12PM,,EMH,,,,,,
03/01/2024 03:51PM,46,interaction report,"Actiniae collected by the s.s. ""Huxley"" in the North Sea during the summer of 1907",Chas. L. Walton,,Urticina crassicornis,adult,is?,same animal?,Urticina crassicornis,species,Urticina crassicornis,na,n,n,Looking at organims collected during the Huxley North Sea exhibition of 1907,,03/20/2024 01:12PM,,EMH,,,,,,
03/19/2024 09:00AM,48,interaction report,Helminth Parasites of Embiotocid Fishes ,Hisao P. Arai,1954,Postmonorchis donacis,adult,parasite,parasitism,Micrometrus minimus,species,Micrometrus minimus,n,n,y,"* I believe this paper was more of a metanalysis, I couldn't find where exactly each fish or parasite was collected from to study. ",,03/20/2024 01:12PM,,EMH,,,,,,
03/19/2024 09:00AM,49,interaction report,"Postmonorchis donacis, a new species of monorchid trematode from the Pacific coast, and its life history",R. T. Young,1953,Postmonorchis donacis,adult,parasite,parasitism,Micrometrus minimus,species,Micrometrus minimus,both,n,y,"* I believe this paper was more of a metanalysis, I couldn't find where exactly each fish or parasite was collected from to study. The parasite was found on numerous different surfperches distributed widely throughout the ocean I believe? ",,03/20/2024 01:13PM,,EMH,,,,,,
03/01/2024 03:51PM,50,interaction report,Use of refuges by the ophiuroid Ophiopholis aculeata: contrasting effects of substratum complexity on predation risk from two predators,"David Drolet1, John H. Himmelman1,*, Rémy Rochette2",2004,Asterias vulgaris and Strongylocentrotus droebachiensis,adult,predator,predation,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"Pointe-Enragée, in the Mingan Islands, north- ern Gulf of St. Lawrence, eastern Canada","50° 13’6’’ N, 63° 41’12’’ W",03/20/2024 01:13PM,,EMH,,,,,,
03/01/2024 03:51PM,51,interaction report,Ophiuroids feeding on Phytoplankton,H. M. ROUSHDY & VAGN. KR. HANSEN,1960,Ophiopholis aculeata,adult,predator,predation,phytoplankton,category,phytoplankton,na,n,n,"*This paper did entirely laboratory experiments, and didn't state where the original specimens were collected from. :( ",,03/20/2024 01:13PM,,EMH,,,,,,
03/01/2024 03:51PM,52,interaction report,"Distribution and feeding ecology of the seastars Leptasterias polaris and Asterias vulgaris in the northern Gulf of St Lawrence, Canada","Carlos F. Gaymer , John H. Himmelman and Ladd. E. Johnson ",2001,Leptasterias polaris,adult,predator,predation,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"The study was conducted in the Mingan Islands in the northern Gulf of St Lawrence, Canada",,03/20/2024 02:03PM,,EMH,,,,,,
03/19/2024 09:18AM,53,interaction report,Two species of parasitic molluscs new for Russian seas,Ivan O. Nekhaev,2011,Eulima bivittata,adult,parasite,parasitism,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"""...collected along the Murman coast of the Barents Sea...""","69°07,802'N, 36°02,114'E, 69°07,775'N, 36°06,854'E, 69°07,917'N, 36°05,452’E, 69°08,408’N, 36°04,540'E.",03/20/2024 02:14PM,"NO, species not in CA",EMH,,,,,,
03/19/2024 09:18AM,54,interaction report,"An Anatomical Description of Eulima bilineata Alder with Remarks on and a Revision of Pyramidelloides Nevill (Mollusca, Prosobranchia, Eulimidae)",ANDERS WARÉN,1983,Eulima bivittata,adult,parasite,parasitism,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"Specimens of Eulima bilineata were obtained by dredging at the Station de Recherches Sousmarines et Océanographiques of the University of Liege, Calvi, Corsica, and at the Tjarno Marine Biological Laboratory of the University of Goteborg, on the northern part of the Swedish west coast.",,03/20/2024 01:13PM,"NO, species not in CA",EMH,,,,,,
03/21/2024 11:58AM,55,interaction report,"Stomach contents of immature lobsters (Homarus americanus) from Placentia Bay, Newfoundland",J. A. Carter and D. H. Steele,1982,Homarus americanus,juvenile,predator,predation,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"Placentia Bay, Newfoundland",,03/20/2024 01:13PM,,EMH,,,,,,
03/04/2024 01:32PM,56,interaction report,Regional variation in fish predation intensity: a historical perspective in the Gulf of Maine,Jon D. Witman and Kenneth P. Sebens,1992,Gadus morhua,adult,predator,predation,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"7 different locations off of the gulf of maine, ( the paper displays a map that shows each specific location)","43.1336° N, 68.3266° W",03/20/2024 01:13PM,,EMH,,,,,,
03/01/2024 03:51PM,57,interaction report,"The structure and life history of Haplosporidium malacobdellae sp. nov., a new sporozoan from the entocommensal rhynchocoelan Malacobdella grossa (OF Müller)","Jennings, J. B., and R. Gibson.",1968,Haplosporidium malacobdellae,adult,parasite,parasitism,Malacobdella grossa,species,Malacobdella grossa,,,,,,,* don't actually have the paper yet - waiting,ZZ,,,,,,
03/01/2024 03:51PM,58,interaction report,Use of prey resources by the seastars Leptasterias polaris and Asterias vulgaris: a comparison between field observations and laboratory experiments,"Carlos F Gaymer, John H Himmelman, Ladd E Johnson",2001,Asterias vulgaris,adult,predator,predation,Ophiopholis aculeata,species,Ophiopholis aculeata,na,n,n,"Mingan Islands in the northern Gulf of St. Lawrence, eastern Canada"," 50813 60N, 63841 120W",03/20/2024 01:14PM,,EMH,,,,,,
03/01/2024 03:52PM,59,interaction report,Damage Due to Solar Ultraviolet Radiation in the Brittlestar Ophioderma Brevispinum(Echinodermata: Ophiuroidea),Sönke Johnsen  and William M. Kier,2009,Organisms that can reach inside tiny rock crevices,NA,predator,predation,Ophiopholis,genus,Ophiopholis aculeata (Ophiopholis genus in general) ,na,n,n,Lab experiments done at field stations on the North Carolina Coast,,03/20/2024 01:14PM,,EMH,,,,,,
03/01/2024 03:52PM,60,interaction report,Effect of light and substratum complexity on microhabitat selection and activity of the ophiuroid Ophiopholis aculeata,David DroletJohn H. HimmelmanRemy Rochette,2004,Ophiopholis aculeata,adult,predator,predation,plankton,category,plankton/suspension feeding ,na,n,n,"Pointe-Enrage ́e in the Mingan Islands, northern Gulf of St.Lawrence, eastern Canada ","50813.6WN, 63841.12WW",03/20/2024 01:14PM,,EMH,,,,,,
03/21/2024 11:57AM,61,interaction report,Nutrition and development of brooded embryos in the brittlestar Amphipholis squamata: do endosymbiotic bacteria play a role?,C.W. Walker t and M.P. Lesser,1989,Amphipholis squamata,adult,parasite,parasitism,Philichthys amphiurae,species,Philichthys amphiurae,na,n,n,"Specimens collected from Odiome Point and Appledore Island, USA",,03/20/2024 02:02PM,,EMH,,,,,,
03/01/2024 03:52PM,61,interaction report,Nutrition and development of brooded embryos in the brittlestar Amphipholis squamata: do endosymbiotic bacteria play a role?,C.W. Walker t and M.P. Lesser,1989,Amphipholis squamata,brooded embryos,commensal,non-feeding commensalism,Vibrio,genus,Genus Vibrio-- symbiotic bacteria,na,n,n,"Specimens collected from Odiome Point and Appledore Island, USA",,03/20/2024 02:02PM,,EMH,,,,,,
03/01/2024 03:52PM,62,interaction report,"Description of a Novel Symbiotic Bacterium from the Brittle Star, Amphipholis squamata",Michael P. Lesser and Richard P. Blakemore,2021,Amphipholis squamata,brooded embryos,commensal,non-feeding commensalism,Vibrio,genus,Genus Vibrio-- symbiotic bacteria,,,,*This paper just says that freshly collected specimens were held in lab....? I can't seem to figure out the exact location. ,,"*A more recent paper which also confirms that the brittle star Amphipholis squamata has a symbiotic bacteria within its cells that may assist in nutrition. This paper describes the bacteria as, ""...gram-negative, marine, facultatively an-aerobic, motile, curved,and rod-shaped bacterium."" The bacteria has been discovered inside the epithelial cells of A. squamata, ( through electron microscopy work). The genus is definitely Vibrio, but a particular species or epithet has not been identified as there are multiple and similar Vibrio ""strains' ' found within one brittle star. ",,EMH,,,,,,
03/01/2024 03:52PM,63,interaction report,Expression of bioluminescence in Amphipholis squamata (Ophiuroidea: Echinodermata) in presence of various organisms: a laboratory study,"D. Deheyn*6, J. Mallefety and M. Jangoux*",2000,Carcinus maenas,adult,predator,predation,Amphipholis squamata,species,Amphipholis squamata,na,n,n,"Laing Island, Papua New Guinea and Langrune-sur-Mer, France",,03/20/2024 01:14PM,,EMH,,,,,,
03/19/2024 03:52PM,64,interaction report,Evidence of an alarm signal in Ophiuroidea (Echinodermata),"alessandra pereira majer , jose’ roberto trigo and luiz francisco lembo duarte",2009,Ophiactis savignyi and Ophiothrix angulata,juvenile,NA,spatially associated,Amphipholis squamata,species,Amphipholis squamata,na,n,n,"Brittle stars collected from Sao Sebastiao Channel, Sao Paulo, Brazil",23^50 S 45^24 W,03/20/2024 01:14PM,,EMH,,,,,,
03/01/2024 03:52PM,65,interaction report,Spiny lobsters and sea urchins: Analysis of a predator-prey interaction,M.J.TegnerL.A.Levin1,1983,Panulirus interruptus,adult,predator,predation,Strongylocentrotus purpuratus,species,Strongylocentrotus purpuratus,both,y,y,"Specimens collected from Santa Cruz Island and San Diego, CA. ( No specific locations or coordinates listed). ",,03/20/2024 01:14PM,,EMH,,,,,,
03/01/2024 03:53PM,66,interaction report,"Nutrition of the Sea Urchin, Strongylocentrotus purpuratus",Reuben Lasker and Arthur C. Giese,1954,Strongylocentrotus purpuratus,adult,grazer,herbivory,Phyllospadix,genus,"Iridophycus flaccidum ( red algae), Phyllospadix. sp. ( surfgrass )",n,y,y,"Monterey Peninsula at Yankee Point below Carmel Highlands and at Pescadero Point, some sea urchins were also collected right outside of the Hopkins Marine Station after being planted there so that they would stay fresh. ",,03/20/2024 01:14PM,,EMH,,,,,,
03/01/2024 03:53PM,66,interaction report,"Nutrition of the Sea Urchin, Strongylocentrotus purpuratus",Reuben Lasker and Arthur C. Giese,1954,Strongylocentrotus purpuratus,adult,grazer,herbivory,Iridophycus flaccidum,species,"Iridophycus flaccidum ( red algae), Phyllospadix. sp. ( surfgrass )",n,y,y,"Monterey Peninsula at Yankee Point below Carmel Highlands and at Pescadero Point, some sea urchins were also collected right outside of the Hopkins Marine Station after being planted there so that they would stay fresh. ",,03/20/2024 01:15PM,,EMH,,,,,,
03/01/2024 03:54PM,67,interaction report,"Population dynamics of the sea urchin Strongylocentrotuspurpuratus in a Central California kelp forest: recruitment, mortality, growth, and diet",M. C. Kenner,1992,Strongylocentrotus purpuratus,adult,grazer,herbivory,Bossietla californica schmittii,species,"coralline algae: Caltiarthron tuberculosurn, C. cheilosporioides, and Bossietla californica ssp. schmittii",n,y,y,"Stillwater Cove in Carmel Bay, California, USA",,03/20/2024 01:15PM,,EMH,,,,,,
03/01/2024 03:53PM,67,interaction report,"Population dynamics of the sea urchin Strongylocentrotuspurpuratus in a Central California kelp forest: recruitment, mortality, growth, and diet",M. C. Kenner,1992,Strongylocentrotus purpuratus,adult,grazer,herbivory,Caltiarthron cheilosporioides,species,"coralline algae: Caltiarthron tuberculosurn, C. cheilosporioides, and Bossietla californica ssp. schmittii",n,y,y,"Stillwater Cove in Carmel Bay, California, USA",,03/20/2024 01:15PM,,EMH,,,,,,
03/01/2024 03:53PM,67,interaction report,"Population dynamics of the sea urchin Strongylocentrotuspurpuratus in a Central California kelp forest: recruitment, mortality, growth, and diet",M. C. Kenner,1992,Strongylocentrotus purpuratus,adult,grazer,herbivory,Caltiarthron tuberculosurn,species,"coralline algae: Caltiarthron tuberculosurn, C. cheilosporioides, and Bossietla californica ssp. schmittii",n,y,y,"Stillwater Cove in Carmel Bay, California, USA",,"*This paper looked at the diet of this specific sea urchin, mainly looking at the proportion of coralline algae, fleshy brown algae, and red algae that was consumed. They found that coralline algae was consumed the most abundantly. The species consumed were:   Caltiarthron tuberculosurn, C. cheilosporioides, and Bossietla californica ssp. schmittii",,EMH,,,,,,
