node,nodeNum,nodeName,synonymies,category,common_name,life_stage,life_stage_code,province,commonality,reference,zone,habitat_notes,grouping_habits,mobility,trophic_strategy,node_type,node_resolution,aphia,kingdom,phylum,class,order,family,genus,parasite
174_Polyclinum planum_1,174,Polyclinum planum,NA,tunicate,NA,adult,1,Both,common,436; 435,very low,NA,colonial,sessile,filter feeder,Taxonomic,Species,251110,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Polyclinum,n
175_Synoicum parfustis_1,175,Synoicum parfustis,NA,tunicate,NA,adult,1,Both,common,436,very low,in seagrass beds,colonial,sessile,filter feeder,Taxonomic,Species,251475,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polyclinidae,Synoicum,n
176_Ritterella pulchra_1,176,Ritterella pulchra,Sigillinaria,tunicate,NA,adult,1,Both,present,436,"middle, low",deeply shaded rock surfaces (caves),colonial,sessile,filter feeder,Taxonomic,Species,251338,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,n
177_Ritterella aequalisiphonis_1,177,Ritterella aequalisiphonis,Sigillinaria,tunicate,NA,adult,1,Both,common,436,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,251327,Animalia,Chordata,Ascidiacea,Aplousobranchia,Ritterellidae,Ritterella,n
178_Euherdmania claviformis_1,178,Euherdmania claviformis,NA,tunicate,NA,adult,1,Both,common,436; 435,low,in surfgrass beds,colonial,sessile,filter feeder,Taxonomic,Species,250653,Animalia,Chordata,Ascidiacea,Aplousobranchia,Euherdmaniidae,Euherdmania,n
179_Didemnum carnulentum_1,179,Didemnum carnulentum,NA,tunicate,NA,adult,1,Both,common,436; 435,"middle, low","Low intertidal; abundant subtidally; on a wide variety of substrates, such as rocks, pilings, mollusk shells,, algae.",colonial,sessile,filter feeder,Taxonomic,Species,250480,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Didemnum,n
181_Diplosoma listerianum_1,181,Diplosoma listerianum,"Diplosoma macdonaldi, Diplosoma pizoni",tunicate,NA,adult,1,Both,common,436,NA,"under rocks, small colonies",colonial,sessile,filter feeder,Taxonomic,Species,103579,Animalia,Chordata,Ascidiacea,Aplousobranchia,Didemnidae,Diplosoma,n
182_Eudistoma ritteri_1,182,Eudistoma ritteri,Archidistoma ritteri,tunicate,NA,adult,1,Both,present,436,low,"surge channels, rocks, near surfgrass",colonial,sessile,filter feeder,Taxonomic,Species,250250,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n
183_Eudistoma psammion_1,183,Eudistoma psammion,Archidistoma psammion,tunicate,NA,adult,1,Both,present,436,low,in surfgrass beds,colonial,sessile,filter feeder,Taxonomic,Species,250242,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n
184_Eudistoma diaphanes_1,184,Eudistoma diaphanes,Archidistoma diaphanes,tunicate,NA,adult,1,Both,common,436; LS,low,"crevices, under rocks",colonial,sessile,filter feeder,Taxonomic,Species,250207,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Eudistoma,n
185_Cystodytes lobatus_1,185,Cystodytes lobatus,NA,tunicate,NA,adult,1,Both,present,436; LS,very low,"under boulders, shaded rocks",colonial,sessile,filter feeder,Taxonomic,Species,250432,Animalia,Chordata,Ascidiacea,Aplousobranchia,Polycitoridae,Cystodytes,n
186_Clavelina huntsmani_1,186,Clavelina huntsmani,NA,tunicate,lightbulb tunicate,adult,1,Both,common,436,low,shaded vertical surfaces,colonial,sessile,filter feeder,Taxonomic,Species,250311,Animalia,Chordata,Ascidiacea,Aplousobranchia,Clavelinidae,Clavelina,n
187_Distaplia occidentalis_1,187,Distaplia occidentalis,NA,tunicate,NA,adult,1,Both,abundant,436,low,in surfgrass beds,colonial,sessile,filter feeder,Taxonomic,Species,250152,Animalia,Chordata,Ascidiacea,Aplousobranchia,Holozoidae,Distaplia,n
190_Fissurella volcano_1,190,Fissurella volcano,NA,limpet,keyhole limpet,adult,1,Both,abundant,436; 435,middle,NA,solitary,mobile,grazer,Taxonomic,Species,527881,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,n
191_Fissurella volcano crucifera_1,191,Fissurella volcano crucifera,NA,limpet,keyhole limpet,adult,1,Both,abundant,436,middle,NA,solitary,mobile,grazer,Taxonomic,Species,NA,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Fissurella,n
193_Megathura crenulata_1,193,Megathura crenulata,NA,limpet,giant keyhole limpet,adult,1,Both,uncommon,436,low,NA,solitary,mobile,omnivore,Taxonomic,Species,527885,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Megathura,n
195_Diodora aspera_1,195,Diodora aspera,NA,limpet,rough keyhole limpet,adult,1,Both,common,436; 435,low,more common subtidally in the south // mutualistic worm bites predators,solitary,mobile,omnivore,Taxonomic,Species,367955,Animalia,Mollusca,Gastropoda,Lepetellida,Fissurellidae,Diodora,n
196_Acmaea mitra_1,196,Acmaea mitra,NA,limpet,white-cap limpet,adult,1,Both,common,436,low,protected areas,solitary,mobile,grazer,Taxonomic,Species,456582,Animalia,Mollusca,Gastropoda,NA,Acmaeidae,Acmaea,n
197_Lottia asmi_1,197,Lottia asmi,NA,limpet,black limpet,adult,1,Both,common,436; 435,middle,only on shells,solitary,mobile,grazer,Taxonomic,Species,510016,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
198_Lottia austrodigitalis_1,198,Lottia austrodigitalis,NA,limpet,fingered limpet,adult,1,Both,common,435,high,dominant over L. digitalis south of Pt. Conception,solitary,mobile,grazer,Taxonomic,Species,819174,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
199_Lottia digitalis_1,199,Lottia digitalis,NA,limpet,ribbed limpet,adult,1,Both,common,436; 435,high,vertical surfaces,aggregating,mobile,grazer,Taxonomic,Species,456588,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
200_Lottia fenestrata_1,200,Lottia fenestrata,NA,limpet,fenestrate limpet,adult,1,Both,uncommon,435,middle to low,"more commonly buried in mud, less common on rock benches",solitary,mobile,grazer,Taxonomic,Species,456591,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
201_Lottia gigantea_1,201,Lottia gigantea,NA,limpet,owl limpet,adult,1,Both,common,436; 435,high to middle,discrete territory of 1000 sq cm,solitary,mobile,grazer,Taxonomic,Species,456593,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
202_Lottia instabilis_1,202,Lottia instabilis,NA,limpet,unstable seaweed limpet,adult,1,Both,present,436; 435,low,"Laminaria holdfasts, rocks, shells of other mollusks, morphological variation; on the stipes of the brown algae Laminaria setchellii, Pterygophora californica",solitary,mobile,grazer,Taxonomic,Species,510025,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
203_Lottia limatula_1,203,Lottia limatula,NA,limpet,file limpet,adult,1,Both,abundant,436; 435,middle to low,semiprotected,solitary,mobile,grazer,Taxonomic,Species,456596,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
204_Lottia ochracea_1,204,Lottia ochracea,NA,limpet,NA,adult,1,Both,common,436; 435,very low,"under rocks, fragile",solitary,mobile,grazer,Taxonomic,Species,510034,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
205_Lottia strigatella_4,205,Lottia strigatella,NA,limpet,checkered limpet,small,4,S,common,438; 435; pers. comm. Jessica Bean,middle to low,shells of other mollusks,solitary,mobile,grazer,Taxonomic,Species,510032,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
206_Lottia strigatella_1,206,Lottia strigatella,NA,limpet,checkered limpet,adult,1,S,common,438; 435,middle to low,"vertical surfaces, shells of other mollusks (rarely)",solitary,mobile,grazer,Life Stage,Species,510032,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
207_Lottia paradigitalis_1,207,Lottia paradigitalis,NA,limpet,checkered limpet,adult,1,N,common,435,high to middle,"vertical surfaces, shells of other mollusks",solitary,mobile,grazer,Taxonomic,Species,510029,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
208_Lottia pelta_1,208,Lottia pelta,NA,limpet,shield limpet,adult,1,Both,common,436; 435,middle to low,"mussel beds, ontogenetic change in microhabitat (Egregia holdfasts > nearby rocks @ 10mm+)",solitary,mobile,grazer,Taxonomic,Species,456602,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
209_Lottia persona_1,209,Lottia persona,Notoacmea persona,limpet,mask limpet,adult,1,N,present,435,high to middle,"nocturnal, in cracks, crevices",solitary,mobile,grazer,Taxonomic,Species,456603,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
210_Lottia scabra_1,210,Lottia scabra,Acmea scabra,limpet,rough limpet,adult,1,Both,common,436; 435,high,horizontal surfaces,solitary,mobile,grazer,Taxonomic,Species,456604,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
211_Lottia sp._1,211,Lottia sp.,NA,limpet,undescribed species,adult,1,N,present,435,low,"on shells of Haliotis rufescens, Haliotis kamtschatkana",solitary,mobile,grazer,Taxonomic,Unidentified Species,NA,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
212_Lottia triangularis_1,212,Lottia triangularis,NA,limpet,triangular limpet,adult,1,Both,present,436; 435,low,"on coralline algae or encrusted shells; associated with encrusting coralline algae,, a compressed form on the stipes of upright corallines. Also sometimes on trochid gastropods in the low intertidal",solitary,mobile,grazer,Taxonomic,Species,510033,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
213_Discurria insessa_1,213,Discurria insessa,Notoacmea inessa; Lottia insessa,limpet,seaweed limpet,adult,1,Both,common,436; 435,low,"only on Egregia, form deep grooves, move from frond to frond",solitary,mobile,grazer,Taxonomic,Species,456584,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Discurria,n
214_Tectura paleacea_1,214,Tectura paleacea,"Lottia paleacea, Notoacmea paleacea",limpet,surfgrass limpet,adult,1,Both,common,436; 435,low,only on Phyllospadix sp.,solitary,mobile,grazer,Taxonomic,Species,527869,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Tectura,n
215_Lottia scutum_1,215,Lottia scutum,Notoacmea scutum,limpet,plate limpet,adult,1,N,common,436; 435,middle,prey items are location based,solitary,mobile,grazer,Taxonomic,Species,456605,Animalia,Mollusca,Gastropoda,NA,Lottiidae,Lottia,n
216_Metandrocarpa taylori_1,216,Metandrocarpa taylori,NA,tunicate,NA,adult,1,Both,present,436; 435,low,NA,colonial,sessile,filter feeder,Taxonomic,Species,250836,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Metandrocarpa,n
217_Styela montereyensis_1,217,Styela montereyensis,NA,tunicate,NA,adult,1,Both,fairly common,436,low,NA,solitary,sessile,filter feeder,Taxonomic,Species,240756,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n
218_Styela clava_1,218,Styela clava,NA,tunicate,NA,adult,1,Both,common,436,low,introduced,solitary,sessile,filter feeder,Taxonomic,Species,103929,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n
219_Styela truncata_1,219,Styela truncata,NA,tunicate,NA,adult,1,Both,common,436; 435,low,NA,solitary,sessile,filter feeder,Taxonomic,Species,251420,Animalia,Chordata,Ascidiacea,Stolidobranchia,Styelidae,Styela,n
220_Pyura haustor_1,220,Pyura haustor,wrinkled sea squirt,tunicate,NA,adult,1,Both,present,436; 435,low,"on rocks, pilings, floats, in mussel beds,, kelp holdfasts.",solitary,sessile,filter feeder,Taxonomic,Species,251266,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Pyura,n
222_Boltenia villosa_1,222,Boltenia villosa,spiny headed tunicate,tunicate,NA,adult,1,Both,present,436; 435,very low,NA,solitary,sessile,filter feeder,Taxonomic,Species,250073,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Boltenia,n
223_Halocynthia hilgendorfi_1,223,Halocynthia hilgendorfi,NA,tunicate,NA,adult,1,Both,present,436; 435,very low,NA,solitary,sessile,filter feeder,Taxonomic,Species,250676,Animalia,Chordata,Ascidiacea,Stolidobranchia,Pyuridae,Halocynthia,n
228_Hydractinia milleri_5,228,Hydractinia milleri,NA,hydroid,NA,hydroid colony,5,Both,common,436,low,"under rocks, on hermit crab shells",colonial,mobile,carnivore (scavenger + predator),Taxonomic,Species,284873,Animalia,Cnidaria,Hydrozoa,Anthoathecata,Hydractiniidae,Hydractinia,n
229_Haliotis cracherodii_1,229,Haliotis cracherodii,NA,abalone,black abalone,adult,1,Both,fairly common,436; 435,all,"in crevices or under large rocks; M & H says ""common"" but that was in 80s",solitary,mobile,grazer,Taxonomic,Species,405012,Animalia,Mollusca,Gastropoda,Lepetellida,Haliotidae,Haliotis,n
232_Calliostoma ligatum_1,232,Calliostoma ligatum,NA,snail,blue topsnail,adult,1,Both,uncommon,436; 435,low,uncommon in intertidal in SoCal,solitary,mobile,omnivore,Taxonomic,Species,580412,Animalia,Mollusca,Gastropoda,Trochida,Calliostomatidae,Calliostoma,n
234_Margarites pupillus_1,234,Margarites pupillus,NA,snail,little margarite,adult,1,Both,present,436,low,little info,solitary,mobile,micropredator,Taxonomic,Species,528731,Animalia,Mollusca,Gastropoda,Trochida,Margaritidae,Margarites,n
235_Norrisia norrisii_1,235,Norrisia norrisii,NA,snail,Norris topsnail,adult,1,S,common,436; 435,low,on macroalgae,solitary,mobile,grazer,Taxonomic,Species,534181,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Norrisia,n
236_Tegula brunnea_1,236,Tegula brunnea,Chlorostoma brunnea,snail,brown turban snail,adult,1,Both,abundant,436; 435,low,mostly subtidal,solitary,mobile,grazer,Taxonomic,Species,534187,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n
237_Tegula funebralis_1,237,Tegula funebralis,Cholorostoma,snail,black turban snail,adult,1,Both,abundant,436,middle,avoiding exposed outercoast habitats,solitary,mobile,grazer,Taxonomic,Species,534190,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n
238_Tegula aureotincta_1,238,Tegula aureotincta,Cholorostoma,snail,guilded turban snail,adult,1,S,common,436,low,moving N,solitary,mobile,grazer,Taxonomic,Species,534186,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n
239_Tegula gallina_1,239,Tegula gallina,Cholorostoma,snail,speckled turban snail,adult,1,S,abundant,436,low,little info,solitary,mobile,grazer,Taxonomic,Species,534191,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n
240_Tegula eiseni_1,240,Tegula eiseni,Cholorostoma,snail,NA,adult,1,NA,present,436; 435,NA,NA,solitary,mobile,grazer,Taxonomic,Species,413469,Animalia,Mollusca,Gastropoda,Trochida,Tegulidae,Tegula,n
244_Megastraea undosa_1,244,Megastraea undosa,NA,snail,wavy turban snail,adult,1,S,present,436,low,more common subtidally,solitary,mobile,grazer,Taxonomic,Species,528084,Animalia,Mollusca,Gastropoda,Trochida,Turbinidae,Megastraea,n
245_Homalopoma luridum_1,245,Homalopoma luridum,NA,snail,Dall's dwarf turban,adult,1,Both,common,436; 435,middle to low,under rocks,solitary,mobile,grazer,Taxonomic,Species,528071,Animalia,Mollusca,Gastropoda,Trochida,Colloniidae,Homalopoma,n
246_Lacuna marmorata_1,246,Lacuna marmorata,NA,snail,chink snail,adult,1,Both,common,436; 435,low,"on eelgrass, surfgrass; intertidal on rocks, algae, on surfgrass Phyllospadix.",solitary,mobile,grazer,Taxonomic,Species,446885,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Lacuna,n
247_Littorina keenae_1,247,Littorina keenae,Littorina planaxis,snail,eroded periwinke,adult,1,Both,abundant,436,high,highest RIZ mollusk,solitary,mobile,grazer,Taxonomic,Species,445651,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,n
248_Littorina scutulata_1,248,Littorina scutulata,NA,snail,checkered periwinkle,adult,1,Both,abundant,436; 435,high to middle,hide at low tide in cracks or holdfasts,solitary,mobile,grazer,Taxonomic,Species,445657,Animalia,Mollusca,Gastropoda,Littorinimorpha,Littorinidae,Littorina,n
250_Thylacodes squamigerus_1,250,Thylacodes squamigerus,Serpulorbis squamigerus,vermetid,scaled worm snail,adult,1,Both,common,436; 504; 435,all,"upper surfaces of protected rocks; individuals north of Point Conception, aggregated South",aggregating,sessile,filter feeder,Taxonomic,Species,709499,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Thylacodes,n
251_Petaloconchus montereyensis_1,251,Petaloconchus montereyensis,NA,vermetid,NA,adult,1,Both,common,436; 435,low,"patchy, undersides of rocks; Under rocks in low intertidal in areas of heavy but broken wave action",solitary,sessile,filter feeder,Taxonomic,Species,549434,Animalia,Mollusca,Gastropoda,Littorinimorpha,Vermetidae,Petaloconchus,n
258_Crepidula adunca_1,258,Crepidula adunca,Garnotia,slipper snail,hooked slipper snail,adult,1,Both,abundant,436,middle,"uncommon S., on shells of larger snails, OMG SMALL ONES ARE MALES, LARGE ONES ARE FEMALES, THE MALES CHILL ON TOP OF THE FEMALES ITS SO CUTE",solitary (in stacks of two),sessile,filter feeder,Life Stage,Species,572177,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,n
259_Crepidula adunca_4,259,Crepidula adunca,Garnotia,slipper snail,hooked slipper snail,juvenile,4,Both,abundant,436,middle,"uncommon S., on shells of larger snails, OMG SMALL ONES ARE MALES, LARGE ONES ARE FEMALES, THE MALES CHILL ON TOP OF THE FEMALES ITS SO CUTE",solitary,mobile,grazer,Life Stage,Species,572177,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,n
260_Bostrycapulus aculeatus_1,260,Bostrycapulus aculeatus,Crepidula aculeata,slipper snail,spiny slipper snail,adult,1,Both,uncommon,436,low,NA,solitary,mobile,filter feeder,Taxonomic,Species,419700,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Bostrycapulus,n
261_Crepidula perforans_1,261,Crepidula perforans,NA,slipper snail,Western white slipper snail,adult,1,Both,present,436; 435,low,"under rocks, inside gastropod shell apertures, inside burrows -- M & H account of this guy, C. nummaria is super confusing… are they separate or not? Investigate",solitary,mobile,filter feeder,Taxonomic,Species,572100,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,n
262_Crepidula nummaria_1,262,Crepidula nummaria,NA,slipper snail,white slipper snail,adult,1,Both,common,436; 435,low,"protected areas, under rocks, in holes or abandoned shells OR inside apertures of gastropod shells",solitary,mobile,filter feeder,Taxonomic,Species,572185,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,n
263_Crepidula onyx_1,263,Crepidula onyx,NA,slipper snail,onyx slipper snail,adult,1,S,present,436,low,protected areas,solitary,mobile,filter feeder,Taxonomic,Species,397063,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepidula,n
264_Crepipatella lingulata_1,264,Crepipatella lingulata,NA,slipper snail,half-slipper snail,adult,1,Both,present,436; 435,low,"rocks, snail shells",solitary,mobile,filter feeder,Taxonomic,Species,493731,Animalia,Mollusca,Gastropoda,Littorinimorpha,Calyptraeidae,Crepipatella,n
271_Cypraea spadicea_1,271,Cypraea spadicea,NA,snail,chestnut cowrie,adult,1,NA,present,436,low,shaded vertical surfaces,solitary,mobile,typical predator,Taxonomic,Species,580675,Animalia,Mollusca,Gastropoda,Littorinimorpha,Cypraeidae,Cypraea,n
272_Ceratostoma foliatum_1,272,Ceratostoma foliatum,NA,snail,leafy hornmouth,adult,1,N,present,436,low,uncommon S.,solitary,mobile,typical predator,Taxonomic,Species,240767,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Ceratostoma,n
279_Roperia poulsoni_1,279,Roperia poulsoni,NA,snail,Poulson's rock snail,adult,1,S,present,436,low tidepools,NA,solitary,mobile,typical predator,Taxonomic,Species,404119,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Roperia,n
281_Acanthinucella punctulata_1,281,Acanthinucella punctulata,Acanthina,snail,spotted unicorn,adult,1,Both,common,436; 435,high,"moderate surf, more in pools/wet areas",solitary,mobile,typical predator,Taxonomic,Species,404474,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Acanthinucella,n
282_Acanthinucella spirata_1,282,Acanthinucella spirata,Acanthina spirata,snail,angular unicorn,adult,1,Both,common,436; 435,high to middle,"Where the unicorn snails A. punctulata, A. spirata occur together, as at Monterey, spirata generally is in the lower,, punctulata in the upper intertidal",solitary,mobile,typical predator,Taxonomic,Species,404477,Animalia,Mollusca,Gastropoda,Neogastropoda,Muricidae,Acanthinucella,n
