reference_number,focal_consumer_taxon,focal_consumer_life_stage,resource_genus,resource_taxonomic_resolution,general_location_of_study,id.x,resource_species,alternate_nomenclature,resource_category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,resource_phylum,resource_class,resource_order,resource_family,subclass,infraclass,subterclass,superorder,superfamily,subphylum,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
101,Triakis semifasciata,adult,Nereis,genus,"Elkhorn Slough, Monterey Bay",1598,Nereis pelagica,NA,polychaete,NA,NA,cosmopolitan,adult,NA,Both,present,Light & Smith,all,rocky habitats,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,130404,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Triakis semifasciata,adult,Nereis,genus,"Elkhorn Slough, Monterey Bay",1599,Nereis procera,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"silt, sand, and on rocks.",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,329725,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Triakis semifasciata,adult,Nereis,genus,"Elkhorn Slough, Monterey Bay",1600,Nereis vexillosa,NA,polychaete,NA,NA,eastern Pacific,adult,NA,Both,unclear,Light & Smith,all,open coast with mussels and barnacles,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,329765,Animalia,Annelida,Polychaeta,Phyllodocida,Nereididae,Errantia,NA,NA,NA,NA,NA,Nereidinae,NA,Nereidiformia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
101,Triakis semifasciata,adult,Ulva,genus,"Elkhorn Slough, Monterey Bay",601,Ulva sp.,Enteromorpha,algae,ulva,NA,NA,adult,NA,Both,common,"Morris, Abbott, and Haderlie",all,NA,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
105,Pygodelphys aquilonaris,adult,Eugyra,genus,"Coronal del Mar, CA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",469,Balanus aquila,NA,barnacle,NA,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie",low,rocks,aggregating,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,endangered?,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,724398,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",465,Balanus crenatus,NA,barnacle,NA,NA,NA,adult,NA,Both,uncommon,"Morris, Abbott, & Haderlie; Light & Smith",low,on rocks,aggregating,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,106215,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",463,Balanus glandula,NA,barnacle,NA,NA,NA,adult,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",high to middle,"on rocks and other organisms, with Endocladia muricata",aggregating,sessile,NA,filter feeder,generalist,"Nucella emarginata, Pisaster ochraceus, Leptasterias hexactis",NA,NA,NA,NA,Hemioniscus sp.,NA,limpets eat cyprids and juveniles… add a new line?,Taxonomic,Species,3,fix,NA,NA,NA,NA,high,394848,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",464,Balanus glandula,NA,barnacle,NA,NA,NA,juvenile,NA,Both,abundant,"Morris, Abbott, & Haderlie",high to middle,"on rocks and other organisms, with Endocladia muricata",aggregating,sessile,NA,filter feeder,generalist,limpets,NA,NA,NA,NA,NA,NA,limpets eat cyprids and juveniles… add a new line?,Taxonomic,Species,2,fix,NA,NA,NA,NA,high,394848,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",470,Balanus nubilus,NA,barnacle,NA,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,rocks,aggregating,sessile,NA,filter feeder,generalist,humans,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,594745,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",468,Balanus regalis,NA,barnacle,NA,NA,NA,adult,NA,S,present,"Morris, Abbott, & Haderlie",low,surf washed rocks,aggregating,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,724399,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Balanus,genus,"Brown Island, Friday Harbor, WA",466,Balanus trigonus,NA,barnacle,NA,NA,Monterey Bay to South,adult,NA,Both,present,"Morris, Abbott, & Haderlie; Light & Smith",low,"hard shelled inverts, embedded in sponges or coral, other hard substrate",aggregating,sessile,NA,filter feeder,facultative generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,106223,Animalia,Arthropoda,Thecostraca,Balanomorpha,Balanidae,Cirripedia,Thoracica,NA,Thoracicalcarea,Balanoidea,Crustacea,Balaninae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Bugula,genus,"Brown Island, Friday Harbor, WA",129,Bugula californica,NA,bryozoan,NA,NA,NA,adult,NA,both,common,"Morris, Abbott, & Haderlie",all,NA,colonial,sessile,copepods,filter feeder,NA,Triopha modesta (Whelks and Whales),NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,396716,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Bugula,genus,"Brown Island, Friday Harbor, WA",130,Bugula neritina,NA,bryozoan,NA,NA,NA,adult,NA,both,common,"Morris, Abbott, & Haderlie",all,fouling,colonial,sessile,NA,filter feeder,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,111158,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Bugula,genus,"Brown Island, Friday Harbor, WA",801,Bugula pacifica,NA,bryozoan,NA,NA,Bering Sea to Channel Islands,adult,2 - 200,N,present,Light & Smith,all,intertidal to 123 m.,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469202,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
108,Dirona albolineata,adult,Bugula,genus,"Brown Island, Friday Harbor, WA",802,Bugula pugeti,NA,bryozoan,NA,NA,Alaska to Channel Islands,adult,2 - 200,N,present,Light & Smith,low,in fouling community; low tide to 117 m,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469204,Animalia,Bryozoa,Gymnolaemata,Cheilostomatida,Bugulidae,NA,NA,NA,NA,Buguloidea,NA,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
121,Triakis semifasciata,adult,Porichthys,genus,Across California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
131,TYLODINA FUNGINA,adult,Aplysina,genus,"It's a review of literature and discussion, doesn't involve any experiments from one single location...",64,Aplysina fistularis,NA,sponge,NA,NA,NA,adult,NA,Both,NA,"Morris, Abbott, & Haderlie; Light & Smith",NA,NA,NA,sessile,NA,filter feeder,generalist,Tylodina fungina,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,169648,Animalia,Porifera,Demospongiae,Verongiida,Aplysinidae,Verongimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
140,Girella nigricans,adult,Enteromorpha,genus,"Casa Pool, Bench Reef, and North Bird Rock in La Jolla, CA, USA",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
141,Girella nigricans,adult,Ulva,genus,Santa Barbara Harbor,601,Ulva sp.,Enteromorpha,algae,ulva,NA,NA,adult,NA,Both,common,"Morris, Abbott, and Haderlie",all,NA,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,Plantae,Chlorophyta,Ulvophyceae,Ulvales,Ulvaceae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
146,Leptocottus armatus,adult,Macoma,genus,"Mugu Lagoon, Ventura County, California, U.S.A.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Clinocottus analis,juvinile,Artemia,genus,Specimens were collected from the intertidal zone at Corona del Mar State Beach and Hearst Memorial State Beach in southern and central California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
153,Clinocottus analis,juvinile,Lumbriculus,genus,Specimens were collected from the intertidal zone at Corona del Mar State Beach and Hearst Memorial State Beach in southern and central California,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1403,Caprella alaskana,NA,caprellid,NA,NA,North to San Francisco Bay,adult,NA,N,present,Light & Smith,all,intertidal on bryozoans and sabellid worm tubes,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430787,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1404,Caprella brevirostris,NA,caprellid,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"On hydroids, algae, and abalone shells",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430805,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",505,Caprella californica,NA,amphipod,caprellid,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,"Eelgrass, on outer coast on coralline algae;",aggregating,mobile,"detritus, microalgal film, ""small dead crustaceans, and small swimming amphipods""",omnivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,394864,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1406,Caprella equilibra,NA,caprellid,NA,NA,cosmopolitan,adult,NA,Both,common,Light & Smith,all,"on hydroids, bryozoans, and ascidians,",solitary,mobile,NA,omnivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,101830,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1407,Caprella ferrea,NA,caprellid,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"algae, hydroids, bryozoans, sabellid tubes, and other substrates",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430826,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1408,Caprella greenleyi,NA,caprellid,NA,NA,NA,adult,1.5-3.6,NA,present,Light & Smith,all,"on the seastar Henricia in Boiler Bay, Oregon, but a rare habitat (McCain 1969; Martin 1977); on coralline algae and bryozoans.",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430839,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1409,Caprella incisa,NA,caprellid,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"On hydroids (such as Aglaophenia and campanulariids), bryozoans, coralline algae, and kelp holdfasts",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430843,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1410,Caprella kennerlyi,NA,caprellid,NA,NA,NA,adult,NA,NA,common,Light & Smith,all,all along coast on open shores; on hydroids like plumularia,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,503320,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1411,Caprella laeviuscula,NA,caprellid,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"On many substrates (hydroids, bryozoans, compound ascidians, algae, eelgrass); Martin (1977) notes the occasional presence on the animals of hydroids and the epiphytic diatom Isthmia.",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430857,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1412,Caprella natalensis,NA,caprellid,NA,NA,cosmopolitan,adult,NA,Both,present,Light & Smith,all,"intertidal on hydroids, algae, the surfgrass Phyllospadix, bryozoans,",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,214772,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1413,Caprella penantis,NA,caprellid,NA,NA,Monterey Bay to South and Atlantic,adult,NA,Both,present,Light & Smith,all,NA,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1414,Caprella pilipalma,NA,caprellid,NA,NA,Monterey Bay,adult,NA,N,present,Light & Smith,all,on hydroids,solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430894,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",506,Caprella sp.,NA,amphipod,caprellid,NA,NA,adult,NA,Both,NA,NA,NA,NA,aggregating,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Caprella,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",1415,Caprella verrucosa,NA,caprellid,NA,NA,NA,adult,NA,NA,present,Light & Smith,all,"On open coast and in bays, on hydroids, bryozoans, coralline algae.",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,430930,Animalia,Arthropoda,Malacostraca,Amphipoda,Caprellidae,Eumalacostraca,NA,NA,Peracarida,Caprelloidea,Crustacea,Caprellinae,Multicrustacea,Senticaudata,Corophiida,Caprellidira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Leptochelia,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",748,Leptochelia sp.,NA,tanaid,NA,NA,NA,adult,NA,NA,present,OIMB; Light & Smith,all,more common in soft substrate - tube builders,solitary,mobile,"Detritus and associated microorganisms, often scraped from the surface of larger organisms (Kozloff 1993)",detritivore,NA,"juvenile Leptocottus armatus (Staghorn Sculpin) (Tamales Bay, California, Mendoza 1982)",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Unidentified Species,NA,NA,NA,NA,NA,NA,NA,NA,Animalia,Arthropoda,Malacostraca,Tanaidacea,Leptocheliidae,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Ligia,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",487,Ligia occidentalis,NA,isopod,rock isopod,NA,NA,adult,NA,Both,fairly common,"Morris, Abbott, & Haderlie; Light & Smith",high,"under stones, in crevices, nocturnal-ish",aggregating,mobile,"carrion, microalgal film",scavenger,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,fix,NA,NA,NA,NA,NA,257557,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Eumalacostraca,NA,NA,Peracarida,NA,Crustacea,NA,Multicrustacea,Oniscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
154,Clinocottus analis,adult,Ligia,genus,"Specimens collected from the rocky intertidal of Granada cove, Ensanada, Baja California Mexico",761,Ligia pallasii,NA,isopod,NA,NA,NA,adult,NA,Both,present,Walla Walla; Light & Smith,high,"sea cliffs, especially in range overlap with L. occidentalis",solitary,mobile,"dead plants and animals, and the algal film from upper intertidal rocks; ""encrusting diatoms, insect larvae, algae, and ""occasional members of the same species""",detritivore,NA,birds and crabs,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,257558,Animalia,Arthropoda,Malacostraca,Isopoda,Ligiidae,Eumalacostraca,NA,NA,Peracarida,NA,Crustacea,NA,Multicrustacea,Oniscidea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
