id.x,species,alternate_nomenclature,category,common_name,functional_role,range,life_stage,body_size_mm,n_s_both,commonality,source,zone,habitat_notes,solitary_aggregating_colonial,mobile_or_sessile,preys_on,trophic_strategy,how_picky,eaten_by,non_trophic_epicommensal_w,mutualist_w,parasitized_by,unknown_symbiosis,parasitic_on,how_picky_symbiotically,notes,node_type,node_resolution,web_enter_code,enter_code_2,googled,justification,confidence,x41,clean_zone,id.y,kingdom,phylum,class,subclass,infraclass,subterclass,superorder,superfamily,family,genus,subphylum,order,subfamily,superclass,suborder,infraorder,parvorder,subkingdom,infrakingdom,tribe,subgenus,infraphylum,parvphylum,gigaclass,megaclass,phylum_division,subphylum_subdivision,subtribe,section,subsection,subspecies,epifamily
1453,Agauopsis filirostris,NA,mite,NA,NA,"Dillon Beach to La Jolla, CA",adult,0.18-2,Both,present,Macquitty 1984,all,on intertidal red algae and coralline algae,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,in Light & Smith at higher taxonomic level,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,406553,Animalia,Arthropoda,Arachnida,Acari,NA,NA,Acariformes,Halacaroidea,Halacaridae,Agauopsis,Chelicerata,Trombidiformes,NA,NA,Prostigmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1449,Agauopsis newelli,NA,mite,NA,NA,"Oregon to Dillon Beach, CA",adult,0.6,N,present,Krantz 1974; Macquitty 1984,all,"shallow mussel bed, balanus in rock tide pool; in mussel beds, barnacles and Laminaria sp. holdfasts; on intertidal red and coralline algae, Endocladia muricata",solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,in Light & Smith at higher taxonomic level,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,406566,Animalia,Arthropoda,Arachnida,Acari,NA,NA,Acariformes,Halacaroidea,Halacaridae,Agauopsis,Chelicerata,Trombidiformes,NA,NA,Prostigmata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
716,Aggregata polibraxiona,NA,coccidian,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,octopus,NA,NA,Taxonomic,Species,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
940,Aglaophenia inconspicua,NA,hydroid,NA,NA,"Heceta Head, Oregon to Santa Maria Bay, Baja California",hydroid colony,NA,Both,present,Light & Smith,all,on algae,colonial,sessile,NA,filter feeder,generalist,NA,in close association with an unidentified sponge (Class Demospongiae). Foraminiferans (Cibicideslobatulus?) were found growing epizoically on the theca of some.,NA,Peachia quinquecapitata,NA,NA,NA,NA,Taxonomic,Species,NA,NA,yes,NA,NA,NA,NA,284030,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,Plumularioidea,Aglaopheniidae,Aglaophenia,Medusozoa,Leptothecata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
92,Aglaophenia latirostris,NA,hydroid,ostrich plume hydroid,NA,British Columbia to Central America,hydroid,NA,Both,abundant,"Morris, Abbott, & Haderlie; Light & Smith",low,Common on rocks and large red and brown algae from the low intertidal,colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,284035,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,Plumularioidea,Aglaopheniidae,Aglaophenia,Medusozoa,Leptothecata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
91,Aglaophenia struthionides,NA,hydroid,ostrich plume hydroid,650,Alaska to Southern California,hydroid,NA,Both,common,"Morris, Abbott, & Haderlie; Light & Smith",low,exposed rocky shores,colonial,sessile,NA,filter feeder,generalist,"Dendronotus subramosus, Doto sp.",NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,3,fix,NA,NA,NA,NA,NA,284054,Animalia,Cnidaria,Hydrozoa,Hydroidolina,NA,NA,NA,Plumularioidea,Aglaopheniidae,Aglaophenia,Medusozoa,Leptothecata,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
645,Alaria marginata,NA,algae,NA,NA,NA,adult,NA,NA,NA,NA,NA,NA,aggregating,sessile,NA,primary producer,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,371791,Chromista,Ochrophyta,Phaeophyceae,Fucophycidae,NA,NA,NA,NA,Alariaceae,Alaria,NA,Laminariales,NA,NA,NA,NA,NA,Harosa,Heterokonta,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2020,Alcha evelinae,NA,turbellarian,NA,NA,"Pacific Grove, CA, Brazil",adult,NA,N,unclear,Light & Smith,all,Seaweed and gravel in tide pools,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,single record?,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,154911,Animalia,Platyhelminthes,NA,NA,NA,NA,NA,NA,Polycystididae,Alcha,Rhabditophora,Rhabdocoela,Polycystidinae,NA,Kalyptorhynchia,Eukalyptorhynchia,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
631,Alcyonidium parasiticum,NA,bryozoan,NA,NA,NA,adult,NA,N,present,Light & Smith,low,"thickly encrusts erect hydroids, bryozoans; shallow water to 10 m",colonial,sessile,NA,filter feeder,generalist,NA,"erect hydroids, bryozoans",NA,NA,NA,NA,NA,NA,Taxonomic,Genus,3,fix,NA,NA,NA,NA,NA,111604,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Alcyonidioidea,Alcyonidiidae,Alcyonidium,NA,Ctenostomatida,NA,NA,Alcyonidiina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
981,Alcyonium sp.,"Gersemia rubiformis""",octocoral,sea strawberry,NA,"Alaska to Sonoma County, CA",adult,NA,N,present,Light & Smith,low,NA,colonial,sessile,NA,filter feeder,generalist,Tritonia festiva,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
800,Alderina brevispina,NA,bryozoan,NA,NA,NA,adult,2 - 200,N,present,Light & Smith,low,"Small encrusting colonies on rock, shell, other hard substrates",colonial,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,469255,Animalia,Bryozoa,Gymnolaemata,NA,NA,NA,NA,Calloporoidea,Calloporidae,Alderina,NA,Cheilostomatida,NA,NA,Flustrina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1908,Aldisa cooperi,NA,nudibranch,NA,NA,Alaska to Northern California,adult,NA,N,present,Light & Smith,all,NA,solitary,mobile,"Anthoarcuata graciae, and Hymedesmia sp",micropredator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,581809,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Chromodoridoidea,Cadlinidae,Aldisa,NA,Nudibranchia,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
320,Aldisa sanguinea,NA,nudibranch,blood spot,NA,Oregon to Mexico,adult,NA,Both,rare,"Morris, Abbott, & Haderlie; Light & Smith",low,common at Pt. Pinos,solitary,mobile,"Ophlitaspongia pennata, Clathria brepha",micropredator,NA,NA,NA,NA,NA,NA,NA,NA,not all prey are intertidal,Taxonomic,Species,5,NA,NA,NA,NA,NA,NA,581810,Animalia,Mollusca,Gastropoda,Heterobranchia,Euthyneura,Ringipleura,Nudipleura,Chromodoridoidea,Cadlinidae,Aldisa,NA,Nudibranchia,NA,NA,Doridina,Doridoidei,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1487,Aleochara (Coprochara) sulcicollis,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,in decaying vegetation,solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494046,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Aleochara,Crustacea,Coleoptera,Aleocharinae,Allotriocarida,NA,NA,NA,NA,NA,Aleocharini,Aleochara (Coprochara),NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1488,Aleochara arenaria,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,in decaying vegetation,solitary,mobile,eggs and larvae of flies that are laid in decaying algae and other vegetation,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494047,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Aleochara,Crustacea,Coleoptera,Aleocharinae,Allotriocarida,NA,NA,NA,NA,NA,Aleocharini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
290,Alia carinata,Mitrella carinata,snail,carinated dove snail,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,"rocks, algae, Phyllospadix",solitary,mobile,"detritus, small organisms",detritivore,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,2,fix,NA,NA,NA,NA,NA,511703,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Buccinoidea,Columbellidae,Alia,NA,Neogastropoda,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1331,Allorchestes angustus,A. malleola,gammarid,NA,NA,NA,adult,10,NA,present,Light & Smith,all,NA,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1330,Allorchestes bellabella,NA,gammarid,NA,NA,NA,adult,13,NA,present,Light & Smith,all,"Marine to estuarine, sometimes planktonic;",solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,489544,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Dogielinotidae,Allorchestes,Crustacea,Amphipoda,NA,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1329,Allorchestes rickeri,NA,gammarid,NA,NA,NA,adult,6,NA,present,Light & Smith,all,Open coast and semiprotected sand and rock beaches,solitary,mobile,NA,unknown,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,489551,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Peracarida,Hyaloidea,Dogielinotidae,Allorchestes,Crustacea,Amphipoda,NA,Multicrustacea,Senticaudata,Talitrida,Talitridira,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
986,Alpheus bellimanus,NA,shrimp,olive snapping shrimp,NA,Eastern Pacific to Columbia,adult,NA,Both,present,Light & Smith,very low,"under rocks, and in holdfasts",solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,50:26.5,NA,514832,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Alpheidae,Alpheus,Crustacea,Decapoda,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
507,Alpheus clamator,NA,shrimp,pistol shrimp,NA,NA,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low tidepools,in pools and crevices,solitary,mobile,"Clevelandia ios, Gillichthys mirabilis juvenile",typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,5,NA,NA,NA,NA,NA,low,514851,Animalia,Arthropoda,Malacostraca,Eumalacostraca,NA,NA,Eucarida,Alpheoidea,Alpheidae,Alpheus,Crustacea,Decapoda,NA,Multicrustacea,Pleocyemata,Caridea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
985,Alpheus sp.,NA,shrimp,snapping shrimp,NA,Eastern Pacific,adult,NA,Both,present,Light & Smith,very low,"in sponges, kelp holdfasts, old pholad bore holes.",solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,50:26.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1098,Alteutha langi,NA,copepod,NA,zooplankton,"La Jolla, CA",adult,NA,S,present,Light & Smith,all,on macroalgae and eelgrass blades,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,348641,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Peltidiidae,Alteutha,Crustacea,Harpacticoida,Peltidiinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1099,Alteuthella sp.,NA,copepod,NA,zooplankton,"Piedras Blancas, CA",adult,NA,N,present,Light & Smith,all,on macroalgae and eelgrass blades,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Genus,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1804,Alvania almo,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,can be collected by screening algae and eelgrass and by taking sand and gravel,solitary,mobile,diatoms and microalgal films.,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1803,Alvania compacta,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,can be collected by screening algae and eelgrass and by taking sand and gravel,solitary,mobile,diatoms and microalgal films.,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,580527,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Rissooidea,Rissoidae,Alvania,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1805,Alvinia aequisculpta,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,can be collected by screening algae and eelgrass and by taking sand and gravel,solitary,mobile,diatoms and microalgal films.,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,597889,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Rissooidea,Rissoidae,Alvinia,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1806,Alvinia purpurea,NA,microsnail,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,can be collected by screening algae and eelgrass and by taking sand and gravel,solitary,mobile,diatoms and microalgal films.,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,597894,Animalia,Mollusca,Gastropoda,Caenogastropoda,NA,NA,NA,Rissooidea,Rissoidae,Alvinia,NA,Littorinimorpha,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1489,Amblopusa brevipes,NA,insect,NA,NA,NA,adult,NA,NA,unclear,Light & Smith,all,"""probably most are predators of fly eggs and small insects and crustaceans.""",solitary,mobile,fly eggs and small insects and crustaceans,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,494079,Animalia,Arthropoda,Hexapoda,Insecta,Pterygota,NA,NA,NA,Staphylinidae,Amblopusa,Crustacea,Coleoptera,Aleocharinae,Allotriocarida,NA,NA,NA,NA,NA,Liparocephalini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1026,Ambostracon glaucum,NA,ostracod,NA,zooplankton,"Point Piedras Blancas, CA to Baja California",adult,NA,Both,present,Light & Smith,low,"On holdfasts of algae in Carmel Bay; also on calcareous algae in tide pool just outside Hopkins Marine Station,",aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,461328,Animalia,Arthropoda,Ostracoda,Podocopa,NA,NA,NA,Cytheroidea,Hemicytheridae,Ambostracon,Crustacea,Podocopida,NA,Oligostraca,Cytherocopina,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1032,Ameira longipes,NA,copepod,NA,zooplankton,cosmopolitan,adult,NA,Both,common,Light & Smith,all,high intertidal pools to shallow subtidal eelgrass beds where microalgal epiphytes and detritus occur,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115517,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Ameiridae,Ameira,Crustacea,Harpacticoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1033,Ameira parvuloides,NA,copepod,NA,zooplankton,no data,adult,NA,no data,present,Light & Smith,no data,no data,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115522,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Ameiridae,Ameira,Crustacea,Harpacticoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1458,Ameronothroiid mites,NA,mite,NA,NA,NA,adult,0.18-2,NA,present,Light & Smith,all,"aquatic or semiaquatic; on the seashore, they are mostly herbivorous and may be found in large numbers, generally restricted to the upper intertidal.",solitary,mobile,NA,grazer,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Family,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
571,Ammothea hilgendorfi,NA,sea spider,NA,NA,Pacific Rim,adult,NA,Both,common,"Morris, Abbott, & Haderlie",low,"on hydroids in crevices, under rocks",solitary,mobile,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,larvae live within hydroid Aglaophenia - parasitic?,Taxonomic,Species,2,NA,NA,NA,NA,NA,NA,134607,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,Ammotheoidea,Ammotheidae,Ammothea,Chelicerata,Pantopoda,Ammotheinae,NA,Eupantopodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1427,Ammothella menziesi,NA,sea spider,NA,NA,San Francisco,adult,NA,N,rare,Light & Smith,all,NA,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,239670,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,Ammotheoidea,Ammotheidae,Ammothella,Chelicerata,Pantopoda,Achelinae,NA,Eupantopodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1428,Ammothella spinifera,NA,sea spider,NA,NA,"southern California to Ecuador, the Caribbean, and Brazil",adult,NA,S,fairly common,Light & Smith,all,NA,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,240121,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,Ammotheoidea,Ammotheidae,Ammothella,Chelicerata,Pantopoda,Achelinae,NA,Eupantopodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1429,Ammothella tuberculata,NA,sea spider,NA,NA,British Columbia to southern California,adult,NA,Both,common,Light & Smith,all,Phyllospadix holdfasts,solitary,mobile,NA,typical predator,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,240308,Animalia,Arthropoda,Pycnogonida,NA,NA,NA,NA,Ammotheoidea,Ammotheidae,Ammothella,Chelicerata,Pantopoda,Achelinae,NA,Eupantopodida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1082,Amonardia normani,NA,copepod,NA,zooplankton,NA,adult,NA,NA,present,Light & Smith,all,Eelgrass and macro- and microalgae.,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115889,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amonardia,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,Amonardia perturbata,NA,copepod,NA,zooplankton,NA,adult,NA,NA,abundant,Light & Smith,all,Often very abundant on eelgrass leaves and macroalgae,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,348696,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amonardia,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1084,Amphiascoides lancisetiger,NA,copepod,NA,zooplankton,Hopkins Marine Station,adult,NA,N,present,Light & Smith,all,"tidal pool with shell sand, stones, and algae near HMS",aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,348701,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amphiascoides,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1085,Amphiascoides subdebilis,NA,copepod,NA,zooplankton,NA,adult,NA,NA,present,Light & Smith,all,In sediments around intertidal and subtidal eelgrass,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115905,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amphiascoides,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1086,Amphiascopsis cinctus,NA,copepod,NA,zooplankton,NA,adult,NA,NA,present,Light & Smith,all,intertidal algae,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115906,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amphiascopsis,Crustacea,Harpacticoida,NA,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1087,Amphiascus minutus,NA,copepod,NA,zooplankton,NA,adult,NA,NA,present,Light & Smith,middle,variety of mid- to low rocky intertidal habitats,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,115917,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amphiascus,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1088,Amphiascus undosus,NA,copepod,NA,zooplankton,NA,adult,NA,NA,present,Light & Smith,low,NA,aggregating,mobile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,348778,Animalia,Arthropoda,Copepoda,NA,Neocopepoda,NA,Podoplea,NA,Miraciidae,Amphiascus,Crustacea,Harpacticoida,Diosaccinae,Multicrustacea,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1671,Amphicorina gracilis,NA,polychaete,NA,NA,Columbia River to Point Conception,adult,NA,N,present,Light & Smith,all,"Rocky intertidal, forming tube clusters with sponges and tunicates in sandy tide pools.",aggregating,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,1612025,Animalia,Annelida,Polychaeta,Sedentaria,Canalipalpata,NA,NA,NA,Sabellidae,Amphicorina,NA,Sabellida,Myxicolinae,NA,NA,NA,NA,NA,NA,Myxicolini,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
56,Amphimedon trindanea,NA,sponge,NA,NA,NA,adult,NA,Central,rare,Light & Smith,low,NA,NA,sessile,NA,filter feeder,generalist,NA,NA,NA,NA,NA,NA,NA,NA,Taxonomic,Species,NA,NA,NA,NA,NA,NA,NA,166700,Animalia,Porifera,Demospongiae,Heteroscleromorpha,NA,NA,NA,NA,Niphatidae,Amphimedon,NA,Haplosclerida,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
